	WT_1	WT_2	XistKO_1	XistKO_2
4930554I06Rik	0	4	0	1
4930563H07Rik	0	0	0	0
4930555K05Rik	0	0	0	0
Cfap58	1	2	0	0
4933400L20Rik	0	0	0	0
Brinp1	1398	1125	0	0
Arpc1a	1690	1941	2858	2205
Drd5	0	0	0	0
Tceal9	36467	40674	32916	34270
Gzmd	4	6	223	88
Gzmc	0	0	19	6
Mir7648	0	0	0	0
4930568G15Rik	0	0	0	0
Zfp97	648	587	573	456
Il5	2	0	2	0
Il3	0	0	0	0
Mir6920	3	2	6	11
Prl2c4	0	0	0	0
Samd5	110	145	1	3
Serpinb3c	0	0	0	0
Mmp1a	0	0	1	3
Exosc2	742	558	730	336
Kin	1274	1359	2277	1759
Phf19	101	122	156	64
Ptpn6	2	0	1	1
Ccdc42	0	0	0	0
Armc7	6	6	7	2
Smtnl2	128	162	128	133
Esyt3	1	2	4	0
Slc25a22	11	3	16	10
Ggct	330	213	204	143
Henmt1	4	10	2	7
Dlst	2292	2038	3976	1982
Rrp9	16	10	28	6
Faxc	1648	1583	1785	1389
Aadacl4fm5	1	0	0	0
Mroh7	0	0	0	0
Nutm1	0	0	0	0
Arhgef19	2	1	2	0
Irgm2	36	28	26	39
Gm5468	6	5	2	3
Atp5k	533	302	578	196
Six6	0	0	0	0
Six5	10	14	14	7
Six4	3815	3524	3872	4045
Mir6384	0	0	0	0
Tnxb	0	0	3	3
Pimreg	233	292	754	341
Tmem214	108	78	122	47
Angel1	3	1	1	2
Gm10421	0	0	0	0
Snord87	294	259	380	316
Cct7	2977	1936	3045	1914
Fam240b	0	0	0	0
2300003K06Rik	0	0	0	0
Olfr421-ps1	0	0	0	0
Olfr248	0	0	0	0
Olfr739	0	0	0	0
Olfr740	0	0	0	0
Olfr1140	0	0	0	0
Olfr1032	0	0	0	0
Gm12718	1	0	0	0
1700094J05Rik	1	2	0	1
1700027J07Rik	0	0	0	0
Arhgap40	0	0	0	0
Gcgr	0	0	0	0
Lce1m	0	1	0	0
Cpa3	0	0	0	0
Tex28	0	0	0	0
E330014E10Rik	0	0	0	0
Gm21454	0	0	0	0
Ets1	10845	11945	11355	9900
Mir7649	0	0	0	0
Prss55	0	0	0	0
Prr23a3	0	0	0	0
AF067063	0	0	0	0
Gm17733	0	0	0	0
Mir5121	0	0	0	0
Mir5120	0	0	0	0
1700008C04Rik	2	0	0	0
Pik3r4	222	190	283	155
Cstad	2	6	5	0
Med22	485	258	492	198
1700016K05Rik	0	0	1	0
Otc	0	3	0	0
Orm1	0	0	0	0
Slc22a6	1	0	0	0
Syna	0	0	0	0
5830454E08Rik	8	7	10	2
4932415M13Rik	0	0	0	0
Mab21l2	0	0	0	0
Lynx1	4	1	2	0
Srrm4	0	0	0	0
Fam205c	0	0	0	0
9530014B07Rik	0	0	0	0
Echdc1	4024	4166	3146	3399
Slc49a4	293	296	282	142
Car7	16	4	4	2
Lingo3	0	0	0	0
Vmn2r48	0	0	0	0
Crygs	2	0	0	1
Cryab	542	466	18	15
Cry2	54	45	66	36
Ptgdr2	0	0	0	0
Pcdha10	12	18	0	0
Pcdha11	8	9	0	1
Pcdha5	53	64	18	25
Pcdha7	0	0	0	0
Dpysl2	8546	8237	12228	10594
Nedd4	70091	67096	74330	58321
Cdon	1375	1144	1146	1093
Ssxb10	0	0	0	0
D030025E07Rik	0	0	0	0
Rnf5	262	296	500	385
Zfp853	1	0	0	0
Dnah12	7	4	4	5
Tmed11	0	1	0	0
Wincr1	2322	2042	4031	3846
Olfr1454	0	0	0	0
Figla	0	0	0	0
Eif2s3y	0	0	0	0
Rhox2e	0	0	0	0
Ddx19a	2390	2481	1603	1232
Prph	0	0	0	0
Nupl1	11563	11818	22165	20454
Clec4a1	1	0	0	2
Stk17b	4641	4450	7785	7533
Mat1a	0	0	0	0
1700013F07Rik	1	2	0	0
Cdx2	0	0	0	0
Sufu	172	226	227	138
Slc5a1	1	1	0	0
Rab3c	27	37	37	43
Snord13	26	18	33	14
Clcn2	28	30	49	34
Gm25500	361	451	483	413
Nme6	41	28	36	16
Mir7651	1	2	0	4
Pomk	283	165	234	119
Lrrk2	8938	8615	12865	10969
Shpk	9	6	13	4
4930448C13Rik	0	0	0	0
Ccdc106	0	3	1	0
Fbxw19	0	0	0	0
Uap1l1	3	15	10	8
Poglut1	3322	2526	3495	2550
Cpb2	0	0	0	0
Pank1	1229	1094	880	942
Capn1	94	56	114	67
Mir5619	1	5	10	4
Mir344i	0	0	0	0
4930431F12Rik	3	2	5	3
Gm4432	0	0	0	0
Gm6083	0	0	0	0
DQ267102	37	28	0	0
Mir5620	0	0	0	0
Mir5709	1	1	2	3
Mir5621	0	0	0	0
Mir5710	0	0	0	0
A930016O22Rik	8	4	5	6
Gm26705	45	65	45	63
4933425B07Rik	0	0	0	0
Mir5623	0	0	0	0
Gm15694	75	88	89	72
Mir3073b	0	0	0	0
Mir5615-1	1	1	0	1
Mir5624	1	0	2	3
Mir5615-2	0	0	0	0
Mir5625	0	0	0	0
Gm21276	0	0	0	0
9630001P10Rik	52	67	39	44
Ifngas1	0	0	0	0
Mir1231	0	0	0	0
Mir344h-2	0	0	0	0
4930572O03Rik	0	1	0	0
Mir5616	1	0	1	0
1700011M02Rik	0	0	0	0
Gm12596	27	19	17	13
Mir5617	0	0	0	0
Mir5627	0	0	0	0
Gm12992	6	3	0	3
Dreh	0	1	0	2
Cdc25a	2132	1741	2505	1826
Mug2	0	0	0	0
Hsp90aa1	253807	227011	351853	323123
Hspa1a	10	4	132	107
Hspa1b	1967	2108	4490	4402
Gtf2b	2332	2329	3554	2497
Lama4	97	67	71	42
Timm23	2881	2368	5030	3190
Pgc	0	0	0	0
Pnpla5	0	0	0	0
Cldn20	8	13	3	4
Trmt10c	5775	5207	7685	7532
Coa6	1868	2178	2745	2220
Fam163a	0	0	0	0
Ccnb1	14530	14319	19158	16461
Birc5	2064	1729	2828	1780
Olfr288	0	0	0	0
Mir201	0	0	0	0
Smim14	950	965	1878	1324
Tmem168	7355	7084	8533	8794
Dpp7	20	10	84	41
Tas2r103	0	0	0	0
Egln2	8	6	19	5
Egln1	1913	1810	2519	1890
Znrd1as	226	175	218	126
Mtx2	7810	9049	11872	9788
Chst3	25	28	21	12
Nup160	8072	8703	11596	10710
Ddx24	468	341	806	272
Psmc2	2657	1850	2948	1452
Vmn2r-ps159	0	0	0	0
Fam240a	0	0	0	0
Pank4	145	147	293	111
4930448I06Rik	2	0	0	2
Gm15107	0	0	0	0
1700074P13Rik	0	0	0	0
Hbp1	1524	1503	1873	1633
Sult5a1	0	0	0	0
Gm17266	0	1	0	0
Ppp3ca	10840	12463	8354	8084
Cfap36	3116	2654	3625	2702
Pxt1	0	0	0	0
Sh3tc2	1	1	0	0
Dennd2a	262	287	114	66
Mir6399	0	0	1	1
Gm15501	3	1	2	7
Gm1968	0	0	0	0
Oog1	0	0	0	0
Olfr1259	0	0	0	0
Smim15	12113	12670	17000	16472
Mir6994	2	0	0	0
2900009J06Rik	8	12	14	6
Ciao2a	4446	5021	7009	6020
Thbs2	3611	3953	2481	2302
Arhgef28	148	110	61	26
Dbf4	18160	17681	19607	16820
Eif1	4184	4642	6165	4223
Stxbp4	1502	1331	1667	1416
Stxbp3	3018	3090	5007	4843
Mir8090	0	0	0	0
Rps6ka4	161	113	229	78
Nrip3	23	22	10	15
Gm16287	9	19	23	16
Paip1	23853	25006	28604	26341
Tex44	0	0	0	0
Bpifa1	0	0	0	0
Smok2a	0	0	0	0
Pa2g4	4996	3537	5720	3433
B230118H07Rik	723	609	611	499
Fos	228	256	246	250
Tbx5	30	29	16	24
Ppp1r13b	57	41	82	26
Krtap4-1	0	0	0	0
Cerkl	18	13	15	12
Trim33	11603	12368	13595	12411
Zfp677	1314	1297	1258	1283
Sult2a8	0	0	0	0
Trim16	573	578	653	472
Psph	412	560	738	476
Lrrc8c	1422	1544	1145	856
Slc15a4	147	136	181	70
Vwa2	0	0	0	0
Ccnj	1164	1044	1192	1203
Lmcd1	0	1	16	13
Tram1l1	498	466	10	12
Pcyox1l	652	614	854	891
Dact2	0	3	3	1
Tarsl2	1410	1363	849	737
Lmln	153	144	180	126
Pigz	0	0	0	0
Fbxo4	763	616	879	738
C920006O11Rik	4	11	11	3
Mir219b	0	0	0	0
Tmem262	0	0	0	0
Fam102b	4333	3831	10429	8802
Eno1b	173	106	223	97
Cox7b	12815	14936	20108	11218
Ifitm3	134	85	253	73
Cmtr1	2	2	7	3
Prorp	695	547	730	638
Slc35f5	1170	1119	1259	1223
Prxl2c	1871	1845	3998	3418
Adam30	3	2	1	4
Tns1	365	362	134	103
Zfp326	4166	4360	3828	3946
Stpg3	0	0	1	0
Ncapd2	410	223	442	168
Atf7ip2	7	10	0	0
Cox10	58	51	62	29
Gm5833	0	1	0	0
Gm44501	0	0	0	0
Ccl17	3	1	3	0
Ccl12	0	0	0	0
Mir7036b	0	0	0	0
Dip2a	1382	1436	2595	2105
Nt5dc2	52	31	87	21
Hrh3	0	0	0	0
Mir346	0	0	0	0
Mir345	2	0	1	0
Mir341	0	0	0	0
Mir340	1	12	2	8
Mir339	0	0	0	0
Mir92-2	0	0	0	0
Mir31	0	0	0	0
Mir27a	0	0	0	0
Mir32	0	0	0	0
Crebzf	18719	20604	17733	18748
2010009K17Rik	0	0	0	0
Jmjd7	1	4	10	1
C1qtnf7	0	0	0	0
Xrra1	1	1	2	0
Gm14405	26	3	4	4
Calcoco1	27	36	43	14
Cfap52	0	0	0	0
Pdcl	6904	7730	8040	8545
Poc5	675	629	976	731
Ces1f	0	0	0	0
Vmn1r201	0	0	0	0
Tmem51os1	0	0	1	0
Ndufa3	44	31	53	22
Tmem223	70	50	174	74
Slc12a2	13693	14095	14660	14507
Thbd	137	116	20	27
Th	0	0	0	0
Slc10a4l	2	3	2	0
Gm4868	0	0	0	0
Drd1	0	0	0	0
Lce1h	18	18	12	7
Nsmaf	1929	1825	2428	1867
Gpr82	0	0	0	0
Gpr4	0	0	0	0
Ankef1	4	3	9	0
Fam149a	2473	2862	1911	1666
Rccd1	139	115	135	81
Vcpip1	9077	10615	13025	13105
Cep120	1413	1287	1914	1796
Wdtc1	4	6	10	4
Tmem39b	131	131	225	186
Bpifb6	0	0	0	0
Lin52	798	819	1034	981
Nudcd3	745	514	796	504
Rnasek	11	20	27	25
Maoa	9440	9489	6970	6087
Unc93a	3	7	7	9
Plcg2	6	8	3	0
Entpd3	0	0	0	0
Fstl5	0	2	3	4
Qrfp	1	0	0	0
Lrrc8a	303	319	471	220
Zfp605	725	724	784	660
Zfp960	596	663	615	378
Gm8096	0	0	0	1
Hmgb1-rs17	14	10	26	12
Flacc1	45	37	62	37
Lztr1	360	256	389	267
H2-K1	105	102	26	22
Fam162b	0	0	0	0
1700031A10Rik	1	1	0	0
Gm12191	4	6	2	4
Lrrd1	25	20	14	20
Mug1	0	0	0	0
Gm15663	15	10	8	4
1110015O18Rik	0	0	0	0
Tpbpb	0	0	0	0
Vmn2r54	0	0	0	0
Psmb10	26	25	29	12
H19	38	34	1	0
Pdhb	2984	3083	5026	4429
Ube2g2	211	195	403	198
Ggcx	545	576	539	309
Gbp7	96	122	183	234
Olfr1010	0	0	0	0
Mov10l1	0	0	2	0
Prelp	0	0	0	0
Olfr729	0	0	0	0
Glipr1l2	0	0	0	1
Iscu	370	480	651	154
Elf4	196	121	185	97
Zfp763	1634	1603	1351	1284
Rps16	838	534	996	471
Gtf2a1l	0	0	0	0
1700021F07Rik	0	0	0	0
1700001P01Rik	2	3	3	3
Olfr1509	0	0	0	0
Elob	683	830	1242	458
Dcp2	8249	7684	11743	11036
Frmd6	6861	6530	8635	7345
Mfsd6l	0	0	0	0
Dnaja2	25656	24916	27156	24545
Snord118	215	124	293	119
Gas5	8263	6768	10552	8859
Fam47c	0	0	0	0
Gm10406	173	171	89	95
Aplp1	0	0	0	0
Cacna1f	0	0	0	0
Kcnd3	1	0	0	0
Ptgr1	342	237	740	449
Ranbp9	4298	4911	6971	6625
5330439B14Rik	0	0	0	0
H2ac18	0	0	0	0
Tbp	2404	2288	2949	2587
Tap1	14	9	16	4
4930429B21Rik	99	107	78	46
Zbtb11os1	44	63	60	33
B830017H08Rik	0	0	0	0
Gm8633	0	0	0	0
Ctsh	384	320	19	9
4930487H11Rik	0	0	0	0
4930515L19Rik	0	0	0	0
Gm9828	71	46	56	33
Sox1ot	38	48	28	21
1700003E16Rik	0	0	0	0
Gm4285	29	27	55	47
Fem1a	472	475	547	367
Amz1	0	0	0	0
Cytip	33	30	1637	1458
Slc10a4	1	1	0	0
Emilin2	153	112	61	10
Defb19	0	0	0	0
Gpr171	0	0	0	0
Mdp1	182	128	195	74
Rprm	40	34	4	1
Wfdc1	1	0	1	0
Tox4	1563	1405	2653	1750
1700001K19Rik	0	0	0	0
Tnks1bp1	202	170	276	141
Rad9a	106	63	140	54
F5	0	1	0	0
Mdga1	4	10	8	8
Lrrc59	5081	3584	5678	4008
Gm9805	40	54	0	0
Rab40b	21	32	13	13
Zfp689	150	133	160	139
Zdhhc13	1390	1267	1295	1050
Olfr623	0	0	0	0
Olfr644	0	0	0	0
Olfr638	0	0	0	0
Olfr632	0	0	0	0
Olfr635	0	0	0	0
Olfr578	0	0	0	0
Olfr575	0	0	0	0
Olfr560	0	0	0	0
Olfr559	0	0	0	0
Olfr586	0	0	0	0
Snx32	2	2	1	1
Acot8	11	7	12	4
Scgb2b11	0	0	0	0
Fgfr4	0	0	0	0
4930430F21Rik	0	0	0	0
Gm5935	0	0	0	0
Stxbp5	2257	2386	3987	3637
Vmn2r4	0	0	0	0
Vmn2r3	0	0	1	0
Vmn2r2	0	0	0	0
Ccdc88b	0	0	0	0
Klhdc1	167	156	255	242
Afg3l2	1180	1194	1727	1335
4921534H16Rik	0	0	0	0
Atm	16471	15559	16366	15312
Fadd	74	51	69	46
Fabp3	1	0	1	0
Acad12	2	2	6	1
Mir412	0	0	0	0
Gm37013	0	0	0	0
Gpx2	0	0	0	0
Fam193b	73	79	109	53
Adgre4	0	0	0	0
Myocos	0	1	0	0
Vmn1r9	0	0	0	0
Vmn1r21	0	0	0	0
S100a13	90	51	92	21
Rec114	3	1	18	8
Dimt1	4816	5095	7828	6488
Sertad3	23	16	35	8
Kcnh7	1	3	0	0
Olfr1346	0	0	0	0
Ephx4	0	3	2	3
Tyw3	224	224	277	204
Polr1a	1084	768	1274	577
Aff4	23503	22993	30717	29549
Mageb18	0	3	0	0
Cdc23	2013	1869	2331	1526
Abhd12b	0	0	0	0
Nusap1	5974	5366	6130	5243
Lpar2	73	71	57	56
B3galnt1	5753	5799	2154	2034
Mir3094	1	4	2	2
4932702P03Rik	0	0	0	0
Ptpn23	41	38	41	25
Ptgir	8	14	245	137
Ppp2r2cos	0	0	0	0
Mir7029	1	1	0	0
Cct8	31268	28301	39378	28115
A530046M15Rik	38	53	25	25
Pyroxd1	919	781	1331	991
Tigd5	10	9	16	11
Olfr262	0	0	0	0
Ccl8	3	1	3	3
Fry	13	20	22	13
Acbd3	5140	5055	6072	5345
Psenen	170	102	189	69
Fam71e2	0	0	0	0
Pramef8	791	703	987	716
Vwf	0	0	0	0
Snora5c	2	0	0	1
Tmem150cos	2	3	0	1
Pabpc4l	540	607	0	0
F830016B08Rik	25	31	32	17
Serpina3j	0	0	0	0
Arfgef2	1278	1286	1832	1542
Cyp2a22	0	0	0	0
Gm10710	0	0	0	0
Dlx4os	0	0	0	0
Tmem92	0	0	0	0
Vmn1r112	0	0	0	0
Txnip	264	254	337	210
Gm13084	0	0	0	0
Scd3	48	80	37	32
Sost	0	0	0	0
Nsa2	7186	6682	9992	8005
Atad1	16506	17285	17334	15294
Pnma1	9	11	15	17
Dcun1d5	17762	16504	17857	15592
Opcml	10	11	0	0
Cxcr5	0	0	0	0
Blk	0	0	0	0
Prdm1	1	1	3	1
1700028K03Rik	1	1	2	1
5430401F13Rik	0	0	0	0
Upk2	0	0	0	0
Rbpjl	0	0	0	0
Mir6906	0	0	0	0
1700042O10Rik	0	0	1	0
Tbc1d22bos	0	0	0	0
Abcb7	6424	6697	9879	9628
Kcnv2	0	0	0	0
P2ry6	0	0	0	0
Elfn2	0	0	0	0
Brip1	4025	4060	5538	4600
4930548G14Rik	20	15	11	12
Nop10	811	767	1555	542
Pcare	0	0	0	0
Gpt	6	2	2	0
Mcee	241	263	366	213
Kif16b	992	985	2140	2007
Olfr814	0	0	0	0
Olfr427	0	0	0	0
Olfr747	0	0	0	0
Mettl22	12	10	15	5
Rp1l1	0	0	0	0
A630089N07Rik	3988	5050	4329	4296
1700108F19Rik	0	0	0	0
Eif4ebp1	174	182	294	89
Ppp2r5a	2826	2409	4299	3491
A730063M14Rik	48	46	70	50
4930552N02Rik	0	0	0	0
Lrp4	159	153	61	52
Mir6368	0	1	0	0
4933405E24Rik	0	0	0	0
Phrf1	273	278	311	178
Gli2	43	45	15	4
Ifi211	359	281	688	439
Asl	24	20	32	17
1700003D09Rik	0	0	1	0
Pde6b	1	0	0	0
Dnajc3	10276	10664	18935	16574
Prop1	1	1	0	0
Gm11213	0	0	0	0
Pum3	3979	2748	3986	3263
Ahsa1	1265	890	1841	710
Padi6	0	0	0	0
Ccdc69	5	3	0	0
Tesk2	107	128	140	91
Eif3m	18689	16226	22237	20637
Iws1	10865	10809	14353	12867
Phospho1	3	0	2	0
Kif1c	1111	933	1397	990
Usp32	6028	6298	7272	6820
Tnfrsf17	0	0	0	0
Med9os	4	5	7	1
Cd70	0	0	0	0
Cd40lg	0	0	0	0
Tnfsf12	19	19	18	1
Pfkl	36	18	66	24
Ints6	4923	5377	9334	8649
E2f5	2388	2590	2850	2847
Ptpn3	231	222	253	183
Naglu	4	11	20	9
Gm9079	80	71	63	45
Gbp8	0	0	0	0
Acrv1	0	0	0	0
Chrna7	5	6	0	0
Chrna1	26	56	44	42
Aco1	2245	2063	2605	1770
Cst8	4	5	2	1
Cst3	81	60	111	54
Stk36	17	19	22	13
Chil6	0	0	0	0
Esrra	10	7	20	9
Odf1	0	0	0	0
Ptgs2	60519	66827	219792	232585
Dct	0	0	0	0
Upk1a	0	0	0	0
Cdh17	28	25	22	16
Klk15	0	0	0	0
Cygb	0	0	0	0
Tmem150a	9	3	7	4
Tmem184a	0	0	0	0
Kel	0	0	0	0
Ido2	2	6	2	11
Rcvrn	0	1	0	0
Ap2m1	1035	781	1402	801
Rpl13	4319	3928	5522	2100
Krtap3-3	0	0	0	0
Stip1	2119	1253	2009	986
Dhrs7	168	168	259	173
2310011J03Rik	24	30	52	11
Lsm5	12198	13154	14203	12194
Gm10658	4	3	5	1
Kcnj10	7	13	10	5
Mir1258	0	0	0	0
Mir290b	0	0	0	0
F2r	34841	37029	43769	40553
F2	0	0	0	0
Vmn1r45	3	4	3	6
4930413F20Rik	0	0	0	0
1700121L16Rik	0	0	0	0
6030440G07Rik	29	52	56	45
1700092C02Rik	0	0	0	0
Cnp	9	9	27	3
Herpud2	1380	1737	1554	1467
Mir6403	0	0	0	0
Fcna	0	0	0	0
Fbp2	1	0	0	0
Foxh1	0	0	0	0
Fap	5	2	10	6
1700084M14Rik	0	1	0	0
Mirlet7g	0	0	0	0
Plin2	296	202	838	304
Evi5	10350	10533	13850	13050
Hsd3b6	0	0	1003	413
Rsrp1	6752	6242	10222	10418
Pcm1	27999	28004	26736	23834
Trim29	0	0	0	0
Poglut2	1919	1854	2406	1831
Tagln	3769	2225	1757	660
Aloxe3	0	0	0	0
4930428O21Rik	0	0	0	0
Zfp512	1213	936	1026	811
Tmed10	7306	6733	8153	7213
Ints1	7	8	8	3
3110009F21Rik	0	0	0	0
Acvr1b	316	368	639	551
Actb	123038	115779	136612	114401
Gm21440	0	0	0	0
Mir301b	1	0	0	0
Ppef2	0	1	4	2
Slc39a2	3	1	7	5
Glipr1l1	0	0	0	0
Sec62	21250	22240	22432	20630
Mir326	2	0	0	0
AU023762	73	63	65	52
Zbtb45	3	3	6	0
D530049I02Rik	0	0	0	0
Cyp2c23	0	0	0	0
Gm13279	0	0	0	0
Ssxb5	0	0	0	0
Sva	0	0	0	0
4933427E13Rik	0	0	0	0
Nat8f4	11	9	15	7
4930525G20Rik	2	0	32	15
C130073F10Rik	1	0	0	0
Efnb3	3	5	5	1
Trim27	1302	1176	2254	1495
Krtap4-2	0	0	0	0
Gm15987	0	0	0	0
4930521E06Rik	0	0	0	1
2310030A07Rik	1	0	1	0
4930590L20Rik	0	0	0	0
Eif5a2	5324	5234	3728	3500
Cadm4	12	3	42	31
Bcas3os2	0	0	0	0
Cdk1	8062	8355	11651	6069
Col7a1	17	10	27	14
Scgb1b27	0	0	0	0
B230119M05Rik	10	8	1	1
Ddx46	6249	5612	7963	6478
Rpl4	14482	12779	21721	8064
2310033P09Rik	26	18	21	19
Entpd8	0	0	0	0
Nipsnap2	1757	1924	2558	1929
Ssxb1	0	0	0	0
B020018J22Rik	0	1	0	0
4930542M03Rik	0	0	0	0
Tmem191c	0	1	0	1
Ndufs2	471	296	585	226
Defb50	0	0	0	0
Snupn	313	320	294	169
Shfl	34	34	6	3
Rttn	1821	1917	2185	1686
Ppip5k1	205	200	242	139
Zbtb12	377	434	498	186
Fbxw26	0	0	0	0
Cntnap1	4	1	0	1
Snora68	35	21	37	3
Mir592	0	0	0	0
F730035M05Rik	3	1	1	2
Uprt	5747	6529	7649	7887
Pitpnm3	7	10	0	5
2410018L13Rik	25	15	9	5
Gm7134	0	0	0	0
Mira	4	7	3	6
Il1rn	1	2	1	1
Olfr785	0	0	0	0
Rab11a	12170	11957	12407	11935
Mir6907	0	0	0	0
Pabpc6	0	0	0	0
Msl3l2	119	109	467	395
6030407O03Rik	0	0	0	0
Ppp2r5e	2272	2485	2240	2007
Dcdc2c	270	229	306	189
Lman2l	32	19	19	8
Dmac2l	530	675	606	462
H2bc14	13	11	23	9
Lgsn	0	0	0	0
Tat	0	0	0	0
A630023P12Rik	0	0	0	0
Man2c1os	34	22	35	16
Coq4	59	38	61	33
Olfr1419	0	0	0	0
Nol6	182	190	361	113
Mir6937	0	0	0	0
Mir6935	11	7	12	1
Gdf11	1058	885	1327	888
Gpd1	1	1	0	1
4930553C11Rik	0	0	0	0
Fbxo42	393	386	641	395
Snord99	252	155	232	235
Snord93	19	14	26	8
Rhox2h	0	0	0	0
Zfp827	492	538	303	223
Polr2j	61	45	113	23
Xcr1	44	53	41	54
Seh1l	14654	15016	19854	19395
Plekhn1	5	2	6	2
Vmn2r17	0	0	0	0
Kif15	10718	10185	11169	9610
Smpdl3a	28	18	0	0
Atg101	13	8	13	4
4933421O10Rik	187	246	255	199
Vmn2r101	0	0	0	0
Vmn2r100	0	0	0	0
Vmn1r1	0	1	0	0
Ccl22	0	0	0	0
Myo5a	15913	16517	17871	15829
Klk12	0	0	0	0
A430088P11Rik	6	2	4	2
2700089I24Rik	10	3	4	4
Csnk2a1	26398	23069	37027	32511
Moxd1	164	136	145	105
Myoz1	0	1	0	0
Ercc4	152	125	178	138
Myo19	515	570	1052	825
Selenoi	8754	8246	9673	8939
Lpar3	6	7	9	11
Rtn4r	0	1	0	0
Tex52	0	0	0	0
Rcan3	501	415	949	589
Asprv1	0	0	0	0
Cnih1	7551	7109	12421	11046
Zic3	0	0	1	1
Actg2	23	13	60	26
Actc1	0	0	0	0
Adipoq	0	0	0	0
Chrng	0	0	0	0
Sprr2d	0	0	0	0
Spint2	1	1	0	0
Serpina3k	0	0	0	0
Vstm2l	0	0	0	0
Pik3ip1	21	19	3	2
Spout1	37	25	53	20
Ubqlnl	0	0	0	0
Nup54	3875	3716	4975	3991
Klhl6	0	1	0	0
Mypop	3	5	16	11
Mob1a	7597	6128	8015	7166
Sds	0	0	0	0
Plekhf2	2616	2236	3373	3409
Wdr27	1	0	2	1
C4a	1	4	4	2
Hoxd9	41	35	20	8
Sde2	1531	1463	1855	1689
Cilp	0	0	1	0
Ceacam15	0	0	0	0
Actr8	214	172	471	219
Mir6339	0	0	0	0
Serping1	0	0	0	0
Ranbp1	13449	16500	25910	19522
C1s1	136	127	18	25
Ccne1	364	261	526	321
Dnajc18	635	471	604	425
Spaca5	0	0	0	0
Epb41	530	456	890	554
Raf1	698	559	595	334
Tescl	0	0	0	0
Mki67	25018	21147	25009	17462
Arhgef17	214	203	198	105
Isoc2a	7	3	14	4
Col2a1	0	0	1	0
Pla2g7	162	112	174	112
Hsd17b14	0	0	0	0
Nps	0	0	1	0
Rab3gap1	3047	2487	3434	2743
D630010B17Rik	0	0	0	0
1700044C05Rik	0	0	0	0
8430422H06Rik	0	0	0	0
Fkbp15	365	260	377	202
Pldi	0	0	0	0
Gm4971	0	0	1	0
Zfp811	54	47	15	12
Mettl2	635	527	670	446
Hlf	62	54	36	34
Sgk3	313	370	261	213
Gins2	811	877	1052	801
Afap1l1	6	7	0	0
Id3	2216	2878	1680	1210
Lama3	4	4	73	69
Ifit2	5739	5959	6545	5936
Acta2	14503	14164	3630	2181
Cyp4a14	0	0	0	0
Chad	0	0	0	0
Nab2	162	137	279	84
Ceacam10	0	0	0	0
Hdac3	988	994	1518	823
Mir484	2	0	0	0
Mir483	0	0	0	0
Mir532	0	1	0	1
Mir463	0	0	0	0
Mir451a	0	0	0	0
Mir449a	0	2	1	2
Mir365-2	1	0	2	0
Mir429	0	0	0	0
Gm13985	14	15	7	6
Gstm1	29	27	30	4
H2-Q9	0	0	0	0
Zfp438	165	213	155	147
Morn2	36	25	38	15
Ctsc	124	89	2549	2383
Nms	0	0	0	0
Ehd4	687	678	1191	899
Klf17	0	0	0	0
Slc10a6	0	0	0	1
Mctp1	434	426	1512	1303
Grpel2	2041	1864	3431	2550
Tspo2	0	0	0	0
Map2k3os	203	248	290	250
Tbrg3	2052	2554	2087	2131
Sik3	343	385	302	294
Esp23	0	0	0	0
Esp8	0	0	0	0
Esp4	0	0	0	0
2810002D19Rik	311	262	360	266
Usp39	1015	830	1268	642
Arel1	1267	1302	1757	1160
Mir7652	3	0	0	3
Rai2	1	1	0	0
Gcg	0	0	0	0
Prss3	0	0	0	0
Hbb-y	0	0	0	0
Mir6392	0	0	0	0
Vmn2r93	0	0	0	0
Vmn2r92	0	0	0	0
Vmn2r91	0	0	0	0
Vmn2r90	0	0	0	0
Vmn2r83	0	0	0	0
Dydc1	0	0	0	1
Ndufaf5	502	398	488	318
Ndufb11	331	220	393	134
Rps25	7900	5236	8998	3214
Pou4f2	0	0	0	0
Dbh	0	0	0	0
C1qtnf2	0	1	0	0
Art2b	0	0	0	0
Txn2	220	151	418	235
Hcls1	0	0	0	1
Fhl4	101	131	65	59
Zp4-ps	0	0	0	0
A430093F15Rik	0	1	0	0
Procr	289	282	525	370
Prl	32	40	0	0
Dspp	0	0	0	0
Dsg1a	0	0	0	0
Drp2	21	28	11	14
Mast3	20	8	23	13
Scaper	1954	1748	1543	1320
Mir30e	6	3	2	3
Mir206	0	0	0	0
4930480K15Rik	1	2	1	3
Vmn2r115	0	0	0	0
Sec24c	418	289	648	299
Tmem205	10	8	8	3
Milr1	11	10	35	20
Nepn	3	2	3	2
Fam228a	11	19	8	10
2810013P06Rik	293	271	248	240
Gm16336	0	0	0	0
Gm15545	5	4	2	1
AI847159	0	0	0	0
C330007P06Rik	11481	12110	13654	13125
Gm4861	0	0	0	0
Plppr4	31	16	9	16
Gabrg1	0	0	0	0
Gab2	292	286	161	97
Supt4b	49	65	47	60
Sucla2	6885	6228	9006	7521
Akr1b3	0	0	0	0
Mir3074-1	0	0	0	0
4933438K21Rik	2	14	2	8
Gm3055	0	0	0	0
Ccl28	11	6	8	11
Pate3	0	0	1	0
Pik3cb	2950	2787	2249	1683
Usb1	138	147	256	176
Clybl	17	6	31	21
Cyp2a4	0	0	0	0
1700060C20Rik	0	0	0	0
