	A567T11	A567T12	A567T15	A567T16
MED14	5544	4354	8688	11808
MED14-AS1	13	7	20	54
DPRXP6	0	0	0	1
RP11-169L17.3	0	0	0	0
RP11-169L17.5	0	0	0	0
MKRN4P	0	0	0	0
SDCBPP3	1	0	1	3
RP11-77G22.2	0	0	0	1
RPS2P55	104	91	91	49
RP11-469E19.1	0	0	2	1
USP9X	12664	10093	19450	28129
RP5-1172N10.4	0	0	0	0
RP5-1172N10.2	5	3	11	8
RNA5SP502	0	0	0	0
RP13-13A3.1	0	0	0	0
DDX3X	23558	17275	24244	41705
RN7SL15P	5	4	2	32
NYX	0	0	0	0
RP1-169I5.4	0	0	0	0
CASK	2062	1889	1735	2236
CASK-AS1	0	2	1	4
RNU6-1321P	0	0	0	0
RN7SL406P	1	0	0	0
RP11-204C16.4	5	3	7	10
RN7SL144P	0	0	0	0
GPR34	1	1	2	6
GPR82	4	2	1	1
RP5-1174J21.2	0	0	0	1
RP5-1174J21.1	0	0	0	0
RNU6-202P	0	1	0	0
RP11-524P6.1	0	0	0	0
ATP5G2P4	0	0	0	1
RNU6-630P	0	0	0	0
RP1-50A13.1	0	0	0	0
RNU6-1124P	0	0	0	0
RP1-154K9.2	0	0	0	0
PPP1R2P9	0	0	0	0
RP11-265D20.1	0	0	0	0
RP3-326I13.1	8	8	6	26
IMPDH1P4	0	0	0	2
NANOGP10	0	0	0	0
MAOA	1364	1224	1916	4199
MAOB	44	43	17	33
NDP	0	3	5	7
NDP-AS1	0	0	1	0
RP6-218J18.2	1	0	2	4
EFHC2	16	12	16	74
TATDN2P1	0	0	0	0
RRM2P3	4	1	7	14
RP4-551E13.2	0	0	0	0
FDPSP5	0	0	0	0
FUNDC1	1903	1816	2225	2003
AL136137.1	0	0	0	0
CHTF8P1	0	0	0	0
RPL19P20	0	0	1	0
RP6-105D16.1	1	10	0	1
RN7SL291P	0	0	0	0
DUSP21	0	0	0	0
KDM6A	2296	1803	2116	3363
RNU6-523P	0	0	0	0
CXorf36	0	1	1	1
RP11-342D14.1	2	0	0	1
RP1-192P9.1	0	0	0	0
RP11-245M24.1	7	10	10	28
KRT8P14	7	4	1	1
RP6-99M1.1	1	0	0	0
RP6-99M1.2	1130	996	1901	1660
MIR221	55	28	130	123
MIR222	7	4	16	21
RP6-99M1.3	36	30	73	56
RP5-1158E12.3	90	67	70	62
RP5-1158E12.2	0	0	0	0
RP5-1158E12.1	0	0	0	0
MED28P4	0	0	0	0
KRT18P68	0	0	0	0
PCNAP3	0	0	0	0
ACTBP1	1	1	1	3
RP1-30G7.2	170	146	228	243
RP11-75A9.1	0	0	0	0
GAPDHP65	5	5	9	3
KRBOX4	547	512	645	735
RP11-75A9.3	6	2	6	5
ZNF674	150	118	165	198
RNU6-50P	0	1	0	3
ZNF674-AS1	226	205	271	215
RP1-71L16.9	2	0	1	0
CHST7	417	322	249	209
SLC9A7	1532	1217	1446	1914
PGAM1P7	19	13	12	11
YBX1P8	2	2	0	1
RP11-198M15.1	6	5	1	6
RP2	997	782	1056	1380
CXorf31	4	5	5	8
PHF16	915	723	780	1176
RGN	1	4	3	0
RNU6-1189P	0	0	0	0
RNU12-2P	2	0	1	1
NDUFB11	4232	4343	4059	2801
RBM10	6071	6456	6300	4976
CTD-2522E6.4	1	1	1	1
UBA1	35729	35907	44915	41501
INE1	140	109	156	248
CDK16	14239	14165	16489	14678
USP11	2180	2246	2184	2783
RP11-571E6.1	0	0	0	0
RN7SL785P	0	0	0	0
RP11-571E6.3	0	0	0	0
RNU6-149P	0	0	0	0
ZNF157	2	3	9	10
SNORA11C	0	0	0	0
RP11-571E6.4	0	0	0	0
NPM1P49	0	0	0	0
ZNF41	681	532	625	948
CXorf24	102	97	94	146
NUS1P1	22	17	31	31
ARAF	3749	3976	3615	3020
SYN1	6	0	8	16
TIMP1	6193	7321	8498	9315
MIR4769	0	0	0	0
CFP	20	24	21	30
ELK1	2631	2474	2143	2239
UXT	2048	2268	1855	1421
RP1-212G6.7	11	4	9	17
CXXC1P1	0	0	0	0
RP1-212G6.4	0	0	0	0
RP3-393P12.1	0	0	0	0
WASF4P	2	1	0	1
ZNF81	284	246	285	466
RPL7P57	11	8	9	20
ZNF182	577	462	507	544
ZNF630	9	3	0	0
SPACA5	0	0	0	0
ZNF630-AS1	0	0	0	0
SSX6	0	0	0	0
SPACA5B	0	0	0	0
RP11-38O23.3	0	0	0	0
RP11-38O23.4	0	0	0	0
RNU6-707P	0	0	0	0
SSXP3	0	0	0	0
RP11-38O23.7	0	0	0	1
SSX5	0	0	0	0
RP11-552E4.2	0	0	0	0
RNA5SP503	0	0	0	0
RP11-552E4.3	0	0	0	0
RP11-552E4.4	0	0	0	0
RP11-552E4.5	0	0	0	0
SSX1	0	0	0	0
RP11-344N17.2	0	0	0	0
RP11-344N17.3	0	0	0	0
RP11-344N17.11	0	0	0	0
SSX9	0	0	0	0
RP11-344N17.6	0	0	0	0
SSXP9	0	0	0	0
RP11-344N17.8	0	0	0	0
RP11-344N17.15	0	0	0	0
SSX3	0	0	0	0
RP11-344N17.9	0	0	0	0
RP11-344N17.13	0	0	0	0
RP11-344N17.12	0	0	0	0
SSX4	0	0	0	0
SSX4B	0	0	0	0
AF196972.2	0	0	0	0
AF196972.10	0	0	0	0
AF196972.3	0	0	0	0
AF196972.4	2	1	0	1
SLC38A5	28	14	17	23
FTSJ1	5263	5661	5046	4808
AF196972.9	14	22	28	12
PORCN	916	967	1221	1376
EBP	4442	5140	4226	3233
TBC1D25	956	879	983	993
AC115618.1	24	25	30	36
RBM3	14308	13365	15806	16889
RP11-1148L6.5	291	257	263	219
MRPL32P1	0	0	1	0
WDR13	2286	2264	2683	2423
VN1R110P	0	0	1	1
WAS	12	20	12	16
SUV39H1	1687	1854	1667	1361
AF196970.3	0	0	1	1
RNU6-1056P	0	0	0	0
GLOD5	2	6	4	0
AC115617.2	5	6	12	5
RNU6-29P	2	1	0	0
GATA1	0	2	1	4
HDAC6	2459	2130	2290	2502
ERAS	2	1	0	0
PCSK1N	33	8	5	12
TIMM17B	2282	2521	2005	1373
PQBP1	3406	3820	2809	2000
SLC35A2	1916	1950	1808	1543
PIM2	1079	970	639	617
OTUD5	3014	3022	3097	2648
AF207550.1	12	2	10	23
RNU6-722P	8	5	14	4
KCND1	185	157	314	319
GRIPAP1	2509	2486	2522	2407
RN7SL139P	0	0	0	0
TFE3	3835	3768	4858	4794
CCDC120	2054	1898	1979	1582
PRAF2	465	474	579	632
WDR45	743	828	862	844
AF196779.12	0	0	0	0
RNU4-52P	2	3	6	7
GPKOW	2040	2182	2117	1716
RN7SL262P	1	0	0	3
MAGIX	82	62	58	78
PLP2	10128	10936	14339	12570
PRICKLE3	1631	1447	1150	910
SYP	51	62	64	39
SYP-AS1	0	2	0	0
AF196779.1	0	0	0	0
CACNA1F	4	3	5	7
HSPB1P2	2	4	4	2
CCDC22	1190	1255	1330	1032
FOXP3	12	8	2	15
PPP1R3F	126	81	139	170
LL0XNC01-7P3.1	110	97	94	58
GAGE10	0	1	0	0
GAGE12J	0	0	0	0
GAGE13	0	0	0	0
GAGE2E	0	0	0	0
GAGE2D	0	0	0	0
GAGE12I	0	0	0	0
GAGE2C	0	0	0	0
GAGE2B	0	0	0	0
GAGE12B	0	0	0	0
GAGE12C	0	0	0	0
GAGE12D	0	0	0	0
GAGE12E	0	0	0	0
GAGE12F	0	0	0	0
GAGE12G	0	0	0	0
GAGE12H	0	0	0	0
GAGE2A	0	0	0	0
GAGE1	0	0	0	0
VDAC1P2	8	8	1	8
SALL1P1	0	0	0	0
PAGE1	0	0	0	0
PAGE4	2	0	0	0
USP27X-AS1	41	45	45	55
USP27X	194	173	222	231
AF238380.8	0	0	0	0
CLCN5	559	459	612	704
RNU6-421P	0	0	0	0
MIR532	0	0	0	0
MIR188	0	0	0	0
AF222686.1	0	0	0	0
MIR500A	0	0	0	0
MIR362	0	0	0	0
MIR501	0	0	0	0
MIR500B	0	0	0	0
MIR660	0	0	0	0
MIR502	0	0	0	0
PYY3	0	0	0	0
AKAP4	0	0	0	0
CCNB3	43	44	55	76
DGKK	0	0	0	0
SHROOM4	2	1	2	3
AL121865.1	0	0	0	0
RNU6-935P	0	0	0	0
H3F3AP5	0	0	0	0
BMP15	0	0	0	0
HMGB1P15	0	0	0	0
RP11-104D21.1	0	0	0	0
RP11-104D21.2	0	0	0	0
RP11-104D21.3	0	0	0	0
RP13-346H10.2	0	0	0	0
NUDT10	22	10	23	31
RP11-348F1.3	0	0	0	1
RP11-348F1.2	0	0	0	0
CXorf67	0	0	0	0
NUDT11	523	469	1008	821
RP11-56H2.2	0	0	0	0
CENPVP3	0	0	0	0
CENPVP2	0	0	0	0
CENPVP1	0	0	0	0
GSPT2	263	263	516	561
MAGED1	3884	4186	4666	6050
RP11-22B10.3	0	0	0	1
RNU6-504P	0	0	0	0
RP11-234P3.2	0	0	0	0
IPO7P1	0	0	0	1
RP11-234P3.4	0	0	0	0
TPMTP3	0	0	0	0
RP11-114H20.1	0	0	0	0
MAGED4B	0	0	0	0
SNORA11E	0	0	0	0
MAGED4	0	0	0	0
SNORA11D	0	0	0	0
RP11-363G10.2	0	0	0	0
XAGE2B	0	0	0	0
CTD-2267G17.2	0	0	0	0
RP11-485B17.3	0	0	0	0
RP11-485B17.5	0	0	0	0
RBM22P6	0	0	0	0
XAGE1B	0	0	0	0
RBM22P7	0	0	0	0
XAGE1A	0	0	0	0
RBM22P10	0	0	0	0
RP11-472D17.1	0	0	0	0
RP11-472D17.2	0	0	0	0
RP11-472D17.3	0	0	0	0
RP11-472D17.6	0	0	0	0
RP11-472D17.4	0	0	0	0
XAGE2	0	0	0	0
RP11-204I15.1	0	0	0	0
RBM22P8	0	0	0	0
XAGE1C	0	0	0	0
RBM22P9	0	0	0	0
XAGE1D	0	0	0	0
XAGE1E	0	0	0	0
RBM22P11	0	0	0	0
RP13-34L8.7	0	0	0	0
RP13-34L8.8	0	0	0	0
RP11-552J9.1	0	0	0	0
SSXP4	0	0	0	0
SSXP1	0	0	0	0
RP11-552J9.6	0	0	0	0
SSX8	0	0	0	0
SSX7	0	0	0	0
RP11-552J9.9	0	0	0	1
RNA5SP504	0	0	0	0
SSXP5	0	0	0	0
RP11-552J9.11	0	0	0	0
SSX2	0	0	0	0
RP11-552J9.12	0	0	0	0
RP11-552J9.13	0	0	0	0
RP11-552J9.14	0	0	0	0
RP11-552J9.15	0	0	0	0
SSX2B	0	0	0	0
RP13-77O11.7	0	0	0	0
RP13-77O11.8	0	0	0	0
SPANXN5	1	5	2	2
RP13-77O11.12	0	0	0	0
XAGE5	0	0	0	0
RP13-77O11.11	0	0	0	0
EIF4A2P4	0	0	3	0
XAGE3	0	0	0	1
FAM156B	177	144	129	171
FAM156A	21	27	15	27
GPR173	78	50	220	550
RP1-290F12.3	0	0	4	15
TSPYL2	1136	1124	1141	1439
RP11-236P24.3	1	0	0	0
RP11-258C19.5	70	41	47	76
RP11-236P24.1	0	0	0	0
RNU7-37P	0	0	0	0
ACTG1P10	1	0	2	6
AL139396.1	0	0	0	0
RP11-258C19.4	17	7	14	39
RP11-258C19.7	267	206	217	318
KDM5C	11264	9838	12642	13704
KDM5C-IT1	2	3	1	8
IQSEC2	479	500	1001	1088
RP6-29D12.4	0	0	0	0
RP6-29D12.3	0	0	0	0
RP6-29D12.2	0	0	0	0
SMC1A	18015	14708	18008	23553
RIBC1	60	47	74	123
HSD17B10	4785	5371	3876	2598
RP3-339A18.6	17	16	17	24
RP3-339A18.3	1	0	0	0
VTRNA3-1P	0	1	0	0
Z97054.1	0	0	0	0
HUWE1	26124	22621	23038	28601
MIR98	0	2	0	8
MIRLET7F2	0	0	0	0
RP11-272G22.1	0	0	0	0
RP11-272G22.2	0	0	0	0
RP11-272G22.3	0	0	0	0
RP13-444K19.1	2	2	1	0
RNA5SP505	0	0	0	0
PHF8	2397	1987	1689	1907
FAM120C	517	335	399	483
RP11-161N3.3	0	0	0	0
WNK3	12	6	7	3
RPL7AP71	0	0	0	0
RNU6-434P	0	0	0	0
TSR2	3020	3408	3178	2372
FGD1	1963	2036	1973	1862
GNL3L	841	673	600	815
PGAM4P1	0	0	0	0
ITIH6	0	0	0	0
MAGED2	2794	2892	4565	5153
TRO	5	5	9	14
PFKFB1	40	41	34	28
APEX2	3687	4026	3280	2397
ALAS2	4	1	5	10
RP11-266I3.1	0	0	0	0
PAGE2B	11	3	3	2
PAGE2	0	0	0	0
FAM104B	959	1101	978	724
RP11-266I3.7	0	0	0	0
RP11-266I3.5	0	0	0	0
MTND2P24	0	0	0	0
MTND1P30	0	0	0	0
MTRNR2L10	0	0	0	0
PAGE5	0	0	0	0
PAGE3	0	0	0	0
RP11-382F24.1	0	0	0	0
RP11-382F24.2	0	0	0	0
hsa-mir-4536-2	0	0	0	0
MAGEH1	81	91	223	274
USP51	13	10	51	63
RP13-146A14.1	0	0	0	0
FOXR2	0	0	0	0
RP11-167P23.4	0	0	0	0
RP11-167P23.2	0	0	0	0
RRAGB	330	296	303	444
RP13-188A5.1	11	19	43	32
RP11-54I5.1	0	2	3	0
AL353698.1	0	0	0	1
KLF8	451	355	682	1022
RPL23AP83	2	0	1	0
UBQLN2	1999	1553	2392	2877
RP11-431N15.2	0	0	0	2
RP11-622K12.1	1723	1965	2070	1739
UQCRBP1	2	3	7	2
RP11-445O16.3	4	6	4	3
SPIN3	179	117	138	244
RP11-445O16.2	3	0	3	0
SPIN2B	168	134	150	141
RP3-323P24.3	9	4	6	10
SPIN2A	2	3	2	5
PPP1R11P2	1	1	0	0
FAAH2	287	262	362	286
MTHFD1P1	8	2	7	6
ZXDB	399	224	469	817
RP13-487C10.1	0	0	0	1
RP1-49C23.1	0	0	0	0
ZXDA	121	105	135	174
MYCLP2	0	0	0	0
KRT8P17	0	0	0	0
RP11-3D23.1	0	0	1	0
MTND1P31	0	0	0	0
MTND2P25	0	0	0	0
ZFRP1	0	0	0	0
CBX1P1	0	0	1	3
RP11-357C3.3	1074	828	958	980
SPIN4	581	393	679	1086
SPIN4-AS1	0	0	0	3
ARHGEF9	972	894	1006	1200
ARHGEF9-IT1	2	1	0	1
BTF3P8	1	1	0	2
MIR1468	0	0	0	0
HNRNPDP1	1	2	2	0
RP11-403E24.1	0	1	0	1
AMER1	1128	892	595	664
RN7SL799P	0	0	0	0
ASB12	0	0	0	1
MTMR8	112	109	116	123
RP11-284B18.3	4	1	5	11
SHC1P1	0	0	0	0
YWHAZP7	0	0	0	0
KRT8P27	0	0	0	0
GRPEL2P2	0	0	0	0
RP13-100A9.2	0	0	0	0
ZC4H2	871	838	1014	1123
RP11-231N9.1	0	0	0	0
AL445523.1	0	0	0	0
CCT4P2	0	0	0	0
MORF4L1P5	0	0	0	0
RP11-151G12.2	1	0	1	1
TLE1P1	13	9	7	5
RP3-323B6.1	0	0	0	0
ZC3H12B	84	48	92	122
LAS1L	7659	7885	5716	4459
FRMD8P1	0	0	0	0
MSN	31944	28540	53206	62975
NANOGP9	2	1	0	3
ETF1P3	0	0	0	0
RP11-314A15.2	0	0	1	0
RP6-159A1.2	474	508	446	358
RP6-159A1.3	1	0	0	0
MIR223	0	0	0	0
VSIG4	0	0	0	0
RP11-30M20.1	0	0	0	0
EIF4BP9	0	0	0	0
HEPH	2	3	3	1
RP13-238N7.2	0	0	0	0
RP11-747I9.1	0	0	0	0
PKMP2	0	1	0	0
EDA2R	103	85	151	167
RNU6-394P	0	0	0	0
RP6-22P16.1	0	0	0	0
RP4-808O4.2	0	0	0	0
AR	0	1	1	13
RP11-383C12.2	0	0	0	0
RP6-201G10.2	8	3	10	10
OPHN1	460	392	502	663
RP11-516A11.1	3	5	5	4
RNU6-1225P	0	0	0	0
RP11-516A11.3	0	0	0	0
RP13-313G19.2	0	0	0	0
YIPF6	2673	2408	2585	2657
RNU6-245P	0	0	0	1
RPL31P63	1	1	1	1
RP13-470G3.2	0	0	0	0
STARD8	102	80	111	253
ACTR3P2	0	0	0	0
SERBP1P1	13	23	20	19
EFNB1	6264	5683	10101	7983
PJA1	1455	1443	1925	1865
HMGN1P35	2	0	3	2
LINC00269	0	0	0	1
RP11-446J19.1	0	0	0	0
AL158069.1	0	0	0	0
FAM155B	0	1	1	1
RP13-57D9.3	0	0	0	0
EDA	58	45	63	72
CNOT7P1	1	1	1	0
MIR676	0	0	0	0
AWAT2	4	1	1	0
OTUD6A	0	0	1	0
RP11-351K23.3	0	0	0	0
MTND4P31	0	0	0	0
IGBP1	2430	2597	2508	2373
IGBP1-AS2	3	0	0	3
IGBP1-AS1	18	7	12	17
DGAT2L6	0	0	1	0
RN7SL581P	0	0	0	0
AWAT1	0	0	0	0
RNA5SP507	0	0	1	2
P2RY4	2	1	2	2
ARR3	45	46	60	52
RAB41	30	26	21	34
PDZD11	2503	2631	3146	2597
KIF4A	5714	5383	6567	7449
RP13-26D14.2	0	0	1	2
RNY4P23	0	1	0	3
GDPD2	21	7	18	10
DLG3	3227	3069	2803	2412
RNU4-81P	0	0	0	0
DLG3-AS1	0	2	1	4
TEX11	3	0	17	34
RP11-291O7.1	0	0	0	0
RP13-278H16.2	0	0	0	0
SLC7A3	0	0	0	0
RPS23P8	108	116	96	88
RP5-1091N2.3	1	0	0	0
RNU1-56P	0	1	0	1
SOCS5P4	21	16	12	28
SNX12	4041	3913	4553	4590
RN7SL746P	0	0	0	0
FOXO4	446	370	295	399
CXorf65	0	0	0	1
IL2RG	1	3	0	0
MED12	1976	1722	1803	2466
AL590764.1	0	0	0	0
NLGN3	6	2	5	10
RP5-1091N2.9	0	0	0	0
GJB1	0	0	0	0
ZMYM3	2713	2457	2576	3390
NONO	24907	22715	21687	24086
AL590762.1	0	0	0	0
ITGB1BP2	191	173	151	115
AL590762.6	1	1	1	1
AL590762.7	5	2	5	5
TAF1	2479	1874	2187	3417
AL590762.10	0	1	2	4
AL590762.11	8	6	4	21
INGX	2	1	0	0
AL590763.5	0	0	1	0
OGT	10246	8162	11100	17471
ACRC	76	96	88	99
CXCR3	0	1	1	0
AL590763.1	0	0	0	0
RP11-402P6.9	5	12	7	6
RP11-402P6.2	0	0	0	0
CXorf49	0	0	0	0
BX276092.2	0	0	0	0
RP11-402P6.7	0	0	0	0
RP11-402P6.3	0	0	0	0
RP11-402P6.4	0	0	0	0
BX276092.1	0	0	0	0
RP11-402P6.11	31	18	10	8
BX276092.3	0	0	0	0
CXorf49B	0	0	0	0
RP11-402P6.5	0	0	0	0
RP11-402P6.6	0	0	0	0
NHSL2	34	30	84	121
RNU6-1078P	0	0	0	0
RPS26P11	0	2	4	3
RGAG4	13	13	10	32
RP11-262D11.1	0	0	0	0
RP11-262D11.2	4	7	9	11
BX119917.1	7	3	17	7
PIN4	1778	2162	2205	1644
RN7SL388P	0	2	1	1
ERCC6L	2492	2114	2653	2760
RN7SL264P	0	0	0	0
RPS4X	116750	131650	108498	79473
CITED1	30	33	25	20
HDAC8	1378	1426	1364	1421
RNU2-68P	0	0	0	0
PHKA1	1804	1682	1409	1758
RP1-172N19.3	0	0	0	0
PHKA1-AS1	2	5	5	3
RP1-172N19.4	0	0	0	0
RNU1-112P	0	0	0	0
DMRTC1B	0	0	0	0
FAM226B	0	0	0	0
RP1-172N19.1	0	0	0	0
RP11-69A21.2	0	0	0	0
DMRTC1	0	0	0	0
LINC00684	0	0	0	0
RP11-493K23.1	0	0	0	0
PABPC1L2B	0	0	0	0
PABPC1L2A	0	0	0	0
RP11-493K23.4	0	0	0	0
NAP1L6	0	0	0	0
NAP1L2	21	17	115	126
AC004074.3	7	11	2	9
AC004074.4	0	0	0	0
YWHAZP8	0	0	0	0
RNU6-1044P	0	0	0	0
CDX4	0	0	0	0
MORF4L1P6	0	0	0	0
MAP2K4P1	7	1	10	10
RPL7P53	0	0	0	0
CHIC1	311	256	337	601
SEPHS1P4	0	0	0	1
TSIX	12	7	0	0
XIST	6510	4641	2047	2449
FXYD6P3	0	0	0	0
JPX	1581	1793	2477	2431
RP13-216E22.4	15	8	14	42
RP13-216E22.5	2	1	0	2
FTX	103	59	101	237
RP13-36G14.4	46	29	51	85
RPSAP14	0	3	0	1
RP13-36G14.3	1	0	0	0
RP13-33H18.1	5	4	5	14
UHRF2P1	0	0	2	2
DDX3YP1	2	0	4	5
DDX3YP2	0	0	1	0
MKRN5P	0	0	1	0
USMG5P1	0	4	1	3
BMP2KL	0	0	0	1
RP3-368A4.5	132	72	149	300
RAB11FIP1P1	38	27	43	109
RP3-368A4.6	161	100	171	267
MIR421	3	4	2	11
MIR374B	0	0	1	4
RN7SL648P	0	0	0	0
MIR545	0	0	0	0
MIR374A	0	0	0	0
ZCCHC13	0	0	0	0
AC004386.3	0	0	0	0
AC004386.4	0	0	0	1
RN7SL790P	0	0	0	0
PRKRIRP1	1	0	1	0
RPS7P14	2	5	4	1
SLC16A2	3429	3189	3139	3748
RN7SL641P	2	0	0	1
HNRNPA1P25	0	0	0	0
PABPC1P3	33	19	13	20
RLIM	3708	2980	3813	5480
RNU6-330P	0	0	0	0
KIAA2022	0	0	0	0
RP11-130N24.2	0	0	0	0
ABCB7	2148	2294	2072	2050
RP11-145B3.2	0	2	0	1
RNU6-562P	0	0	0	0
UPRT	589	523	658	837
RP11-311P8.2	19	5	12	30
ZDHHC15	0	0	0	3
RPL21P134	0	1	4	2
PCNPP4	0	0	0	0
BRAFP1	0	0	0	0
TTC3P1	51	52	97	176
MAGEE2	0	0	0	0
SAR1AP4	0	0	0	0
RP11-212D3.2	0	0	0	0
AL451105.1	0	0	0	0
RP11-212D3.4	0	0	0	0
RP3-481A17.1	0	0	0	0
PBDC1	3002	3207	2970	2027
RP11-322A17.1	0	0	3	1
RNU6-867P	0	0	0	0
LDHBP2	1	1	2	1
MAGEE1	463	372	615	679
RNA5SP508	0	0	0	0
RP1-279N11.1	0	0	0	1
MIR325	0	0	0	0
RNA5SP509	0	0	0	0
BX682235.1	0	0	0	0
FGF16	0	0	0	0
ATRX	2030	1495	2536	6612
FABP5P15	0	0	0	0
MAGT1	3638	3175	5014	6096
RNU6-854P	0	0	0	0
RN7SL460P	0	0	0	0
COX7B	9267	10302	7872	5581
ATP7A	411	281	438	993
RP5-1000K24.2	25	17	9	28
PGAM4	2	3	12	9
PGK1	60498	58301	64385	66129
TAF9B	1356	1062	1360	1746
FNDC3CP	0	1	0	0
CYSLTR1	0	0	0	0
HMGN1P34	0	0	0	0
UBE2V1P7	0	0	0	0
ZCCHC5	1	2	0	21
PPATP2	0	0	0	0
LPAR4	0	0	1	3
RPL7P54	0	0	0	0
P2RY10	0	0	0	0
RP11-180D15.1	0	0	0	0
GPR174	0	0	0	0
RP11-159L8.2	0	0	0	0
KIF4CP	0	0	0	0
ITM2A	3	0	1	0
RP1-164L12.1	0	0	0	1
TBX22	0	0	0	0
RP11-217H19.1	0	2	0	0
FAM46D	0	1	0	0
HNRNPH3P1	0	0	0	0
RP11-325E14.2	0	0	0	0
HK2P1	0	3	1	1
BRWD3	1282	986	1397	2532
RP11-325E14.5	2	1	0	1
RNU6-493P	0	0	0	0
VDAC1P1	14	21	24	18
RNU6-995P	0	0	0	0
HMGN5	425	394	62	65
SH3BGRL	904	794	1444	2026
AL357115.1	0	0	0	0
RP11-346E8.1	2	0	1	3
RP13-52K8.1	0	0	0	0
XXyac-YR12DB5.1	0	0	0	0
RNU6-974P	0	0	0	0
RP4-581F12.1	0	0	1	0
RPL22P22	0	0	0	0
RP5-849L7.1	0	0	0	0
ATG4AP1	0	0	0	0
RP3-326L13.2	0	0	0	0
POU3F4	0	0	0	0
RP3-326L13.3	0	0	0	0
RP1-223D17.1	0	0	0	0
TERF1P4	0	0	2	1
CYLC1	0	0	0	1
RPS6KA6	134	117	142	304
MIR548I4	0	0	0	0
HDX	231	180	259	361
RP11-74B21.1	0	0	0	0
RP6-33F8.1	9	13	10	12
SETP4	1	0	0	0
UBE2DNL	0	0	0	0
RP1-215K18.4	0	0	0	0
APOOL	434	454	344	367
SATL1	177	160	226	176
RP5-928E24.2	0	0	0	0
ZNF711	1	0	21	12
AC003001.1	0	0	0	0
POF1B	45	18	605	689
RP1-93L7.3	0	0	0	0
CHM	1119	745	1293	2413
MIR361	0	0	0	0
NDUFA5P7	0	0	0	0
RP6-145B8.3	1	3	2	2
TPMTP4	0	0	0	0
DACH2	0	0	1	2
EEF1A1P29	0	0	1	0
GEMIN8P3	0	0	0	0
FCF1P9	0	0	0	0
RP11-345E19.2	0	0	0	0
RP3-431C21.1	0	0	0	0
RP11-192B18.1	0	0	0	0
RP1-52D1.1	0	0	0	0
Z95400.1	0	0	0	0
KLHL4	15	4	74	278
RPSAP15	24	26	20	29
RP1-138A5.2	0	0	0	0
RP6-43L17.1	0	0	0	0
RP6-43L17.2	0	0	0	0
RP5-998G20.1	0	0	0	0
RP3-452M16.1	0	0	0	0
CTD-2194M22.1	0	0	0	0
CPXCR1	0	0	0	3
RP1-249C1.1	0	0	0	0
RP11-137D19.1	0	0	0	0
RP13-324D24.1	0	0	0	0
SRIP2	0	0	0	0
RP13-348B13.2	0	0	0	0
AL161723.1	0	0	0	0
TGIF2LX	0	0	0	0
RP13-140E4.1	0	0	0	0
USP12PX	0	0	0	0
RNF19BPX	0	0	0	0
UBE2V1P9	0	0	0	0
RNU6-555P	0	0	0	0
RP13-212L9.1	0	0	0	0
PABPC5-AS1	0	0	0	0
RP13-24G8.2	0	0	0	0
PABPC5	0	0	0	0
SERBP1P4	0	0	0	0
PCDH11X	0	0	0	0
RNU2-26P	0	0	0	0
VDAC1P3	2	2	0	0
EIF4A1P10	100	118	100	66
KRT18P11	8	3	12	5
AL121869.1	0	0	0	0
SNX3P1X	0	0	0	0
RP13-258O15.1	0	1	1	0
RP11-156J23.1	0	0	0	0
RP13-88F20.1	1	0	1	4
ST13P18	4	3	3	4
RP3-455H14.1	0	0	0	0
RPL7P55	0	0	0	0
NAP1L3	0	1	0	1
FAM133A	0	0	0	0
RP1-60G11.1	0	0	0	0
RNU6-332P	0	0	0	0
RP13-213K19.1	0	0	0	0
PAICSP7	0	0	0	0
CCNB1IP1P3	0	0	0	0
AL591708.1	0	0	0	0
MIR548M	0	0	0	0
AL390966.1	0	0	0	0
RP3-380C13.2	0	0	0	0
CALM1P1	0	0	0	0
RNA5SP510	0	0	0	0
RP11-471G13.2	0	0	0	0
HNRNPDLP3	0	0	0	0
HNRNPDLP1	0	0	0	0
RPS7P13	0	0	0	0
RP11-471G13.5	0	0	0	0
RP5-961K14.1	2	0	0	1
RN7SL379P	0	0	0	0
RP5-961K14.2	0	0	0	0
RPS29P28	0	0	0	0
RP13-40J16.1	0	0	0	0
RN7SKP194	0	0	0	0
RP11-25C15.1	0	0	0	0
DIAPH2	1407	1235	1512	1925
RPA4	14	7	6	17
RP11-392M9.2	0	0	0	2
RN7SL74P	0	1	0	0
DIAPH2-AS1	43	51	58	50
ERVWE2	0	0	0	0
RP13-75G22.1	0	0	0	0
RP13-130D24.1	0	0	0	0
RPL6P29	0	0	0	0
RP11-390F10.3	0	0	0	0
EEF1A1P15	0	0	0	0
HMGB1P32	0	0	0	0
AL109750.1	0	0	0	0
XRCC6P5	0	0	0	0
RP3-377O6.2	0	0	0	0
RP11-368G3.1	0	0	0	0
RP11-402K9.1	0	0	0	0
RPSAP8	1	1	1	0
PCDH19	0	2	3	3
TNMD	0	0	0	0
TSPAN6	2485	2276	2171	2009
SRPX2	1926	2057	2495	1306
RP11-524D16__A.3	79	76	104	82
SYTL4	1239	1026	1066	1150
RP3-347M6.1	1	0	1	0
RP3-347M6.2	0	0	0	0
CSTF2	3423	3409	3220	2649
NOX1	23	17	32	7
HNRNPA1P26	1	0	0	0
HNRNPA1P27	3	0	5	8
LL0XNC01-131B10.2	1	0	1	2
