	A567T09	A567T10	A567T13	A567T14
NUP93	8461	10638	9624	8567
MIR138-2	0	0	0	0
SLC12A3	0	2	0	0
RPS24P17	0	0	0	0
HERPUD1	4340	3533	2735	2216
RP11-325K4.3	84	46	25	16
RP11-325K4.2	79	32	21	11
AC012181.1	0	0	0	0
CETP	34	41	52	50
NLRC5	2655	2999	2480	2273
RP11-322D14.1	2	1	0	1
RP11-322D14.2	17	18	20	17
RP11-407G23.1	1	1	1	0
CPNE2	2875	3164	3742	3348
FAM192A	7133	8425	7920	7412
RSPRY1	3220	3774	2206	1664
ARL2BP	2818	3505	2565	2134
RP11-407G23.4	6	8	10	5
RP11-407G23.3	0	0	0	0
PLLP	46	30	30	33
CTC-661I16.1	0	0	0	0
CTC-661I16.2	0	0	0	0
CCL22	1	0	0	0
CX3CL1	54	13	68	77
CCL17	0	2	0	1
CIAPIN1	3058	4207	4046	3786
COQ9	1964	2536	2890	2765
AC009052.12	0	0	0	0
POLR2C	4793	5751	4475	3723
DOK4	991	993	1153	1043
CCDC102A	350	522	545	524
GPR114	11	12	17	6
HMGB3P32	0	0	0	0
GPR56	2588	1855	4695	4097
RP11-405F3.5	0	1	2	0
GPR97	85	47	73	69
RP11-405F3.4	5	2	0	2
CCDC135	7	1	9	17
RP11-405F3.2	0	0	0	0
KATNB1	2314	2505	2291	2064
KIFC3	4041	6497	5092	4795
CTD-2600O9.1	7	14	3	2
RNU6-20P	0	0	0	0
AC010543.1	0	0	0	0
CNGB1	85	94	142	132
TEPP	52	76	160	153
ZNF319	834	1168	793	651
USB1	6314	9500	8338	7565
MMP15	904	967	2455	2487
RP11-332G1.1	0	0	0	0
C16orf80	2490	2521	2366	2158
CTB-134F13.1	36	16	10	5
RP11-459F6.3	22	33	31	22
CSNK2A2	8199	8717	7157	6124
RP11-459F6.1	0	0	0	0
RN7SL645P	0	0	0	0
CCDC113	428	315	291	212
PRSS54	0	0	0	0
AC009107.1	0	0	0	0
GINS3	1663	2060	2126	1763
RNU6-269P	0	0	0	0
RP11-481J2.1	0	0	0	0
RNU6-1110P	0	0	0	0
RP11-481J2.2	9	11	14	16
NDRG4	93	117	140	117
RNU6-103P	0	0	0	0
SETD6	624	964	756	669
CNOT1	20118	23161	16638	13761
CTA-331F8.1	0	0	0	0
SLC38A7	1731	2363	1994	1752
GOT2	11591	15658	14251	13234
RP11-410D17.2	0	2	2	1
RNU6-1155P	0	0	0	0
RN7SL143P	0	0	0	0
GEMIN8P2	0	0	0	0
RP11-451N19.1	0	0	0	0
RP11-700H13.1	0	0	0	0
RPS27P27	0	0	0	0
RP11-102D18.1	0	0	0	0
AC040163.1	0	0	0	0
RNU4-58P	0	0	0	0
RP11-105C20.3	0	0	0	0
RP11-105C20.2	0	0	0	0
APOOP5	0	0	0	0
RP11-430C1.1	0	0	0	0
RP11-430C1.2	0	0	0	0
RP11-457D20.1	0	0	0	0
RP11-354I13.2	0	0	2	0
AC009081.1	0	0	0	0
RP11-354I13.1	0	0	0	0
GNPATP	0	0	0	0
AC009080.1	0	0	0	0
RP11-90K18.1	0	0	0	0
RP11-51O6.1	200	199	203	212
CDH8	23	5	0	1
RP11-109D24.1	0	0	0	0
RN7SKP76	0	0	0	0
CTC-420A11.2	0	0	0	0
RNU6-21P	0	0	0	0
AC009161.1	0	0	0	0
AC009110.1	0	0	0	0
RP11-50O21.1	0	0	0	0
AC010546.1	0	0	0	0
RP11-96H17.1	0	0	0	0
RP11-96H17.3	0	0	0	0
UBE2FP2	0	0	0	0
RP11-368L12.1	0	0	0	0
RPS15AP34	0	0	0	0
RP11-2K6.2	0	0	0	0
RP11-370P15.1	0	0	0	0
RP11-370P15.2	0	0	0	0
RP11-21L1.1	0	0	0	0
RP11-744D14.2	0	0	0	0
AC012322.1	0	0	0	0
RP11-744D14.1	6	5	5	4
RP11-467L24.1	0	0	0	0
RP11-439I14.2	0	0	0	0
RP11-439I14.1	0	0	0	0
RP11-439I14.3	0	0	0	0
CDH11	307	232	185	118
RP11-95H3.1	0	0	0	0
RP11-256I9.2	3	2	0	0
RP11-256I9.3	0	0	0	0
LINC00922	0	1	1	0
RP11-351A20.1	0	0	0	0
RP11-351A20.2	0	0	0	0
RP11-513N24.1	0	0	0	0
RP11-356O24.1	0	0	0	0
RNA5SP428	0	0	0	0
CDH5	1	0	0	0
LINC00920	116	135	92	66
BEAN1	25	12	17	16
CTD-2258A20.3	0	0	0	0
CTD-2258A20.5	1	0	0	0
RP11-403P17.5	0	1	0	0
AC132186.1	1	1	1	0
TK2	878	800	885	783
RP11-403P17.3	0	0	0	0
CKLF	409	602	610	538
CKLF-CMTM1	12	34	8	3
CMTM1	67	80	28	18
CMTM2	4	5	8	9
RP11-403P17.2	1	1	1	0
CMTM3	1924	2355	3089	3093
CMTM4	5785	5084	3134	2577
DYNC1LI2	9508	10820	4189	3071
RP11-63M22.2	0	0	0	0
RP11-63M22.1	1	2	0	2
RP11-61A14.4	7	7	11	3
CCDC79	4	2	8	7
NAE1	6722	8694	6054	4906
RP11-61A14.1	0	0	3	4
CA7	4	1	2	2
PDP2	742	815	356	261
RP11-61A14.2	173	196	112	76
RP11-61A14.3	322	349	388	417
CDH16	7	0	3	2
RRAD	44	19	70	66
FAM96B	2430	2795	3433	3386
CES2	1666	1640	2279	1925
RP11-361L15.4	1	1	2	1
CES3	69	44	73	69
CES4A	148	225	114	108
RN7SL543P	0	0	0	0
CBFB	4631	5774	2429	1974
C16orf70	1510	1984	1652	1275
B3GNT9	1211	1456	1160	997
TRADD	787	1279	1137	1344
FBXL8	375	471	407	408
HSF4	431	494	388	404
RP11-5A19.5	0	0	0	0
NOL3	1612	2097	1806	1727
KIAA0895L	1628	2191	1923	1686
EXOC3L1	45	67	81	70
E2F4	5415	7969	7396	7091
ELMO3	347	290	624	676
MIR328	0	0	0	0
LRRC29	106	130	216	232
AC040160.1	0	0	0	0
TMEM208	1839	2163	2188	2385
FHOD1	3366	3939	6780	6243
SLC9A5	186	171	396	327
CTC-277H1.7	36	52	81	65
PLEKHG4	234	326	1034	850
KCTD19	0	1	4	4
RN7SKP118	0	0	0	0
LRRC36	0	0	1	2
TPPP3	56	16	39	35
RNU1-123P	0	0	0	0
ZDHHC1	330	282	377	396
HSD11B2	15	9	19	29
RP11-297D21.2	0	0	0	0
AC009061.1	6	3	4	7
ATP6V0D1	3802	4909	6824	6622
RP11-297D21.4	45	63	92	110
AGRP	2	0	6	4
FAM65A	4601	5061	5678	5405
CTD-2012K14.2	2	4	2	2
CTD-2012K14.3	0	0	0	0
CTD-2012K14.4	0	0	0	0
CTD-2012K14.6	15	25	23	33
CTD-2012K14.7	15	20	28	22
CTCF	4250	5732	3593	2824
AC009095.4	20	15	13	8
RLTPR	53	58	35	38
ACD	1948	2587	2834	2737
PARD6A	38	39	83	77
ENKD1	1745	2074	2167	2397
C16orf86	109	80	97	106
GFOD2	1167	1450	1591	1360
RANBP10	1695	2228	1858	1533
RP11-167P11.2	11	20	4	8
TSNAXIP1	77	92	123	158
CENPT	2120	3151	3133	3227
THAP11	1628	2347	2257	2195
NUTF2	5947	7434	9338	9364
CTC-479C5.11	0	1	1	0
EDC4	3565	4398	3896	3126
AC040162.1	0	0	0	0
CTC-479C5.10	40	66	66	75
NRN1L	0	0	0	0
PSKH1	1442	1662	1864	1633
CTRL	0	0	3	0
CTC-479C5.12	40	89	78	65
PSMB10	775	716	788	821
LCAT	367	529	473	517
SLC12A4	4094	4329	3726	3200
CTC-479C5.17	0	0	0	0
DPEP3	0	0	0	0
DPEP2	2	1	0	1
DUS2	1226	1330	1576	1506
KARSP3	0	0	0	0
CTC-479C5.6	0	0	0	0
RNU6-359P	0	0	0	0
DDX28	824	709	812	753
AC130462.1	0	0	0	0
RP11-67A1.2	0	8	6	4
NFATC3	1563	1674	835	719
RP11-96D1.9	9	4	3	2
RPS12P27	5	4	0	1
RP11-96D1.5	13	17	11	16
RP11-96D1.10	23	50	17	10
RP11-96D1.11	0	0	0	0
ESRP2	527	648	629	580
RP11-96D1.6	7	3	2	5
PLA2G15	1264	1462	2315	2291
RP11-96D1.7	2	5	4	7
SLC7A6	2198	2981	1245	1176
RNU6-1262P	4	6	5	0
SLC7A6OS	534	734	420	367
PRMT7	1961	2568	2487	2337
RP11-96D1.3	2	5	0	3
RNU4-30P	0	0	0	0
SMPD3	149	159	112	112
RPL35AP33	0	0	0	0
ZFP90	2542	2772	1771	1519
RNU4-36P	4	0	1	0
RP11-615I2.1	1	0	2	4
CDH3	3307	511	755	663
RP11-615I2.2	5	0	4	1
RP11-615I2.3	1	1	0	0
RP11-354M1.3	4	0	0	1
CDH1	1030	79	46	50
RNA5SP429	0	0	0	0
RP11-354M1.2	0	0	0	0
FTLP14	4	0	1	1
TANGO6	1219	1621	1576	1378
RP11-521L9.1	0	0	0	0
RP11-521L9.2	2	3	8	7
RNU6-898P	0	0	0	0
RP11-123C5.5	0	0	0	0
RPS2P45	0	0	2	2
HAS3	493	107	98	80
CHTF8	6094	7876	6882	5816
CIRH1A	3945	6337	5120	4442
RNU6-22P	0	0	0	0
SNTB2	3720	4352	2428	1971
RP11-70O5.2	0	0	0	0
RP11-343C2.11	0	2	3	2
VPS4A	3864	4884	5362	5474
COG8	821	1117	773	708
PDF	41	217	69	77
RP11-343C2.12	0	0	0	0
RP11-343C2.9	0	0	0	0
RP11-343C2.7	0	0	0	0
NIP7	3084	4001	2305	1945
TMED6	33	55	27	24
TERF2	1998	2370	1962	1749
CYB5B	7065	8971	6546	5164
RP11-343C2.10	1	3	0	0
RP11-140H17.1	0	0	0	0
NFAT5	4167	4636	1234	1060
MIR1538	0	0	0	0
RP11-311C24.1	0	0	0	0
NQO1	20054	23122	23357	22937
CTD-2033A16.1	0	0	0	0
CTD-2033A16.3	26	41	66	36
NOB1	3863	3745	3245	3052
CTD-2033A16.2	8	17	9	2
WWP2	2086	2710	2998	2667
MIR140	1	1	0	0
CLEC18A	6	3	11	6
PDXDC2P	1682	1754	949	713
RP11-419C5.2	3	0	0	0
MIR1972-2	0	0	0	0
RP11-106J23.1	0	0	0	0
PDPR	3949	4056	1973	1506
RP11-296I10.3	681	781	1009	815
CLEC18C	0	1	0	0
RP11-296I10.5	0	1	0	0
AC009060.1	0	2	1	1
RP11-296I10.6	437	582	576	494
FKSG63	0	1	2	0
EXOSC6	1017	1288	964	1038
AARS	11174	13602	14080	12413
RN7SL407P	1	0	0	0
RN7SL279P	1	0	2	0
DDX19B	889	1022	1111	1212
RP11-529K1.3	0	0	1	3
RP11-529K1.2	41	42	38	45
DDX19A	2949	3610	3066	2726
ST3GAL2	2132	2730	3046	2761
RP11-529K1.4	0	0	0	0
RPS27P26	0	0	0	0
RNU6-23P	0	0	0	0
FUK	865	943	871	859
COG4	4500	5415	5878	5556
SF3B3	16713	23083	19927	16814
SNORD111B	1	1	0	1
SNORD111	3	3	0	1
RP11-49C24.1	74	92	168	257
IL34	32	23	29	40
MTSS1L	2059	2084	2183	1832
FLJ00418	38	63	63	52
VAC14	2845	3878	3968	3684
RP11-394B2.6	2	2	3	9
VAC14-AS1	33	62	77	63
RP11-424M24.5	0	1	0	2
HYDIN	123	96	60	25
RNU6ATAC25P	0	0	0	0
AC027281.1	0	0	0	0
RP11-23E19.1	0	0	0	0
RP11-23E19.2	8	10	10	8
CMTR2	1878	2690	902	668
CTD-2520I13.1	0	0	0	0
AC106736.1	0	0	0	0
CALB2	118	45	20	26
RP11-510M2.1	0	0	0	0
RP11-510M2.7	0	0	0	0
RP11-510M2.4	0	0	0	0
RP11-510M2.8	0	0	0	0
ZNF23	115	211	75	58
AC010547.9	0	0	1	0
RP11-510M2.2	13	22	25	21
ZNF19	149	184	202	170
RP11-510M2.6	1	0	0	0
CHST4	3	8	3	2
RP11-510M2.5	0	0	0	0
RNU6-1061P	1	0	3	0
TAT	9	3	10	3
RP11-432I5.1	1	6	0	3
RP11-432I5.2	1	0	1	0
MARVELD3	55	22	17	25
PHLPP2	1523	2175	1204	935
RP11-432I5.6	4	2	0	1
RNU6-208P	1	1	0	1
SNORA70D	1	1	0	0
RP11-432I5.8	1	4	6	5
RP11-432I5.4	1	4	0	1
AP1G1	7683	9767	5925	4651
SNORD71	1	2	1	1
RP11-417N10.3	0	5	3	1
ATXN1L	4215	3981	2236	1617
IST1	9433	9665	8543	7693
ZNF821	225	217	297	244
RP11-498D10.3	0	0	5	0
RP11-498D10.5	79	59	24	19
PKD1L3	33	33	24	12
RP11-498D10.6	57	43	80	86
RPL39P31	0	0	0	0
RP11-498D10.8	0	0	0	0
ATP5A1P3	2	0	2	2
DHODH	1136	1444	1347	1269
TXNL4B	1210	1452	1081	991
HP	0	0	1	2
HPR	0	0	0	0
RP11-384M15.3	27	20	6	4
DHX38	5729	6236	5041	4206
PMFBP1	148	133	48	50
RP11-328J14.1	12	5	3	5
RP11-328J14.2	1	2	1	0
RNU6-385P	0	0	0	0
AC004158.2	127	141	93	83
AC004158.3	1	3	0	0
AC092289.1	0	0	0	0
RP5-991G20.1	179	159	78	53
RNU7-90P	0	0	0	1
KRT18P18	0	0	0	0
ZFHX3	3574	3049	1749	1542
AC004943.1	0	0	0	0
RP5-991G20.4	703	831	496	470
RP5-991G20.2	14	15	9	13
RNU7-71P	5	4	0	2
AC132068.1	1	0	0	0
AC002044.4	0	2	2	2
RP11-346C20.4	19	11	9	10
RP11-346C20.3	15	40	27	22
HCCAT5	1	0	0	0
C16orf47	2	1	0	0
AC140912.1	0	0	0	0
RP11-140I24.1	0	0	0	0
RP11-44L9.1	0	0	0	0
RP11-44L9.2	0	0	0	0
RP11-44L9.3	0	0	0	0
CTD-2009A10.1	0	0	0	0
RP11-53L24.1	0	0	0	0
RPSAP56	0	0	0	0
AC009120.4	2	3	1	3
AC009120.8	0	0	0	0
AC009120.10	1	0	0	0
PSMD7	8473	10156	8161	7240
AC009120.6	109	221	146	119
AC009120.3	60	94	46	42
AC009120.5	49	86	40	23
RP11-252A24.2	325	423	298	242
RP11-252A24.3	16	10	7	4
NPIPB15	418	577	560	660
CLEC18B	2	7	4	6
RP11-252A24.5	0	4	2	5
RP11-252A24.7	2138	2112	3488	3497
GLG1	25815	24273	21590	18086
RNU6-237P	1	2	1	1
RP11-572F4.1	0	0	0	0
RP11-144N1.4	0	0	0	0
RFWD3	8731	9897	6812	5634
RP11-144N1.1	27	50	45	40
MLKL	1397	2012	1821	1520
FA2H	10	7	16	17
AC009132.1	0	0	0	0
RP11-787D11.1	2	0	0	0
WDR59	2770	2928	2803	2350
ZNRF1	903	1292	1013	979
RP11-252E2.1	0	0	0	0
LDHD	34	36	66	74
RP11-252E2.2	0	0	0	0
ZFP1	1351	1577	523	461
RP11-331F4.1	0	0	2	0
CTRB2	12	2	0	0
CTRB1	1	0	2	0
RP11-331F4.4	10	4	3	0
BCAR1	3698	5615	4876	4570
RNU6-758P	0	0	0	1
CFDP1	3545	4072	4501	4405
RP11-252K23.1	0	3	0	1
RP11-252K23.2	30	19	57	66
RP11-77K12.1	0	0	0	0
TMEM170A	1146	1515	1039	843
RP11-77K12.3	18	11	3	8
RP11-77K12.4	13	12	17	10
CHST6	111	59	82	66
RP11-77K12.5	10	8	23	14
RP11-77K12.7	0	0	0	0
CHST5	2	5	7	2
TMEM231	688	589	577	472
RP11-77K12.8	0	1	0	0
GABARAPL2	4456	5244	4099	3998
ADAT1	1670	2098	1133	985
KARS	13909	15928	15853	15159
TERF2IP	2354	2807	2536	2384
AC025287.1	2	3	0	0
RN7SL520P	1	0	0	0
ATP5F1P7	0	0	0	0
RP11-2C15.1	0	0	0	0
RNA5SP430	0	0	0	0
RP11-293N14.1	0	0	0	0
RP11-150D5.2	0	0	0	0
RPL18P13	0	0	0	0
CNTNAP4	0	0	1	0
RN7SKP233	0	0	0	0
AC010528.1	0	0	0	0
SNORD33	0	0	0	0
RP11-58C22.1	0	0	0	0
RP11-96P7.1	0	0	0	0
CTD-2336H13.2	0	0	0	0
MIR4719	0	0	0	0
CTD-2336H13.1	0	0	0	0
MON1B	3455	3650	2613	2156
SYCE1L	172	293	278	304
RP11-538I12.2	0	0	0	0
VN2R10P	2	2	5	4
RP11-538I12.3	0	2	0	2
ADAMTS18	1	4	0	3
RP11-449J10.1	0	0	0	0
AC025284.1	0	0	0	0
RP11-571O6.1	0	0	0	0
AC092724.1	0	0	0	0
NUDT7	123	120	61	58
RP11-264M12.2	4	1	8	3
VAT1L	5	1	0	7
RP11-281J9.1	0	0	0	0
RP11-281J9.2	0	0	0	0
CLEC3A	0	0	0	0
KRT8P22	0	0	0	0
RP11-358L22.2	0	0	0	0
WWOX	333	363	452	401
RP11-190D6.2	0	0	0	0
LSM3P5	0	0	1	0
RP11-264L1.4	0	0	0	0
RP11-264L1.3	0	2	0	0
RPS3P7	0	0	0	0
RP11-319G9.3	0	1	0	0
PIH1	0	0	0	0
RP11-319G9.5	0	0	0	1
RP11-556H2.4	0	0	0	0
RP11-556H2.3	0	0	0	0
RP11-556H2.2	0	0	0	0
RP11-679B19.2	0	0	0	0
RNA5SP431	0	0	0	0
RP11-467I17.1	0	0	0	0
MAF	32	18	0	2
AC009159.1	0	0	0	0
RP11-345M22.1	0	0	1	0
RP11-345M22.2	5	4	1	0
RP11-345M22.3	0	0	0	0
RP11-148M9.1	0	0	0	0
RP11-525K10.1	0	0	0	0
RP11-525K10.3	2	17	5	11
RP11-525K10.2	0	0	0	0
DYNLRB2	8	1	1	1
RP11-109P11.1	9	0	0	0
RP11-18F14.1	0	0	0	0
CDYL2	308	279	61	71
RP11-18F14.4	1	0	0	0
AC092332.1	1	0	0	0
CTD-2055G21.1	0	0	0	0
RP11-314O13.1	13	15	15	17
CMC2	2115	2653	2451	2330
CENPN	3040	4321	3484	3180
RP11-303E16.3	71	49	26	21
RP11-303E16.2	415	758	965	1069
ATMIN	3546	4722	3141	2617
C16orf46	68	81	117	59
RP11-303E16.8	15	17	10	7
RP11-303E16.5	8	9	4	4
RP11-303E16.6	3	4	3	1
RP11-303E16.7	1	3	1	7
GCSH	427	784	414	347
PKD1L2	23	27	28	28
RNU6-1191P	0	0	0	0
BCMO1	2	5	5	6
RP11-55K13.1	7	26	43	52
GAN	1139	1360	780	583
MIR4720	0	0	0	0
RP11-391L3.1	0	0	0	0
CMIP	3244	3043	2944	2182
RP11-391L3.5	1	1	2	4
RP11-960L18.1	4	2	2	1
PLCG2	312	329	142	117
SDR42E1	710	961	610	484
HSD17B2	12	7	13	10
RP11-510J16.5	2	3	1	4
AC138304.1	0	0	0	0
CTD-2588J6.1	2	1	0	1
MPHOSPH6	1863	2607	1798	1478
CTD-2588J6.2	0	1	0	0
RN7SKP190	0	0	0	0
AC024590.1	0	0	0	0
RP11-481E4.1	0	0	0	0
RP11-481E4.2	0	0	0	0
RP11-2L4.1	0	0	0	0
CDH13	10059	10176	5194	3910
RP11-22H5.2	20	32	19	12
AC099506.1	0	0	0	0
RN7SL134P	0	0	0	0
CTD-3253I12.1	1	0	0	0
RP11-543N12.1	1	3	2	0
AC009142.1	0	0	0	0
MIR3182	0	0	0	0
RP11-298D21.3	2	0	0	0
RP11-298D21.1	2	7	2	3
RP11-298D21.2	1	0	0	0
RP11-483P21.2	29	36	25	15
RP11-483P21.3	19	20	12	7
HSBP1	8210	9472	9195	8343
MLYCD	300	330	448	425
RP11-505K9.4	6	2	5	6
RP11-483P21.6	3	2	2	0
OSGIN1	303	258	353	298
NECAB2	9	4	1	5
SLC38A8	0	0	0	1
RNA5SP432	0	0	0	0
MBTPS1	11160	11326	10351	8003
RP11-505K9.1	36	37	51	69
RP11-505K9.3	0	2	5	2
HSDL1	1582	2042	1404	1328
DNAAF1	54	11	13	14
TAF1C	3295	4234	3482	3082
ADAD2	1	0	0	0
RP11-486L19.2	2	0	0	0
KCNG4	0	0	0	0
RP11-558A11.1	0	0	0	0
RNA5SP433	0	0	0	0
WFDC1	1	0	0	1
RP11-558A11.2	0	0	0	0
RP11-558A11.3	0	0	0	0
ATP2C2	71	94	85	95
RP11-517C16.2	68	80	62	40
TLDC1	2293	3425	2707	2355
RP11-517C16.4	8	18	7	8
COTL1	20216	27003	30511	30298
RP11-61F12.1	16	4	2	1
KLHL36	3062	2956	2493	2129
USP10	7596	9184	6349	4735
CRISPLD2	6276	4217	1755	1507
RP11-254F19.2	17	9	6	1
AC025280.1	2	0	0	0
RP11-254F19.3	0	0	0	0
ZDHHC7	5548	6264	5998	5283
KIAA0513	680	568	589	566
FAM92B	2	0	1	0
CTC-786C10.1	49	66	33	24
CTC-786C10.2	0	0	0	1
LINC00311	1	7	5	5
MIR5093	0	1	0	1
RP11-680G10.1	15	9	12	10
AC092377.1	1	2	2	4
RP11-118F19.1	18	2	1	11
CTD-2542L18.1	3	0	3	4
GSE1	4297	5007	4263	3434
RN7SL381P	23	39	12	15
GINS2	3858	6212	5954	5627
C16orf74	941	1069	1298	1278
MIR1910	1	2	1	1
RP11-568J23.4	1	2	3	0
EMC8	2505	3451	3037	2996
RNU1-103P	13	28	16	12
RP11-568J23.5	64	71	42	26
RP11-568J23.6	20	7	10	6
COX4I1	17337	17825	24071	24869
RP11-568J23.7	0	0	0	0
RP11-568J23.1	0	0	0	0
IRF8	0	0	0	0
RP11-542M13.3	0	0	0	0
RP11-542M13.2	0	0	0	0
RP11-805I24.1	0	0	0	0
RP11-805I24.4	0	0	0	0
RP11-805I24.3	0	0	0	0
LINC01082	0	0	0	0
RP11-514D23.3	1	3	0	0
LINC01081	1	0	0	1
RP11-514D23.1	1	0	0	2
LINC00917	17	26	2	4
RP11-158I3.3	42	37	3	5
RP11-158I3.1	0	0	0	0
FENDRR	285	420	307	256
FOXF1	1499	1770	544	454
RP11-463O9.9	31	12	5	2
RP11-463O9.1	5	6	4	0
MTHFSD	1286	1363	1240	1092
RP11-463O9.5	15	19	24	23
FOXC2	546	703	655	534
FOXL1	2606	2499	2352	2151
RP11-463O9.6	0	0	0	0
RP11-58A18.1	1	0	2	2
CTD-2015G9.1	0	0	0	0
CTD-2015G9.2	7	0	0	1
RP11-107C10.1	0	0	0	3
RP11-134D3.1	0	3	0	0
RP11-134D3.2	0	0	2	0
C16orf95	123	150	149	144
RP11-899L11.1	1	0	0	0
RP11-899L11.3	0	0	0	0
RP11-178L8.5	2	2	2	3
RP11-178L8.1	0	0	0	0
RP11-178L8.4	1	1	0	1
RP11-178L8.7	96	86	135	191
RP11-178L8.8	0	0	0	0
FBXO31	1405	1690	1903	1743
RP11-178L8.9	16	6	1	6
MAP1LC3B	7046	7544	4919	4360
RP11-178L8.3	29	7	7	6
ZCCHC14	2704	3384	2378	1847
RP11-482M8.1	12	25	21	18
RP11-482M8.3	0	0	0	0
JPH3	7	8	4	2
AC010536.1	12	19	24	34
KLHDC4	1480	1925	1937	2016
FLJ00104	192	331	188	152
RP11-278A23.2	21	17	6	7
RP4-536B24.4	4	3	0	5
RP4-536B24.3	1	6	2	3
SLC7A5	24377	31628	37653	34815
RP4-536B24.2	11	6	6	3
CA5A	0	0	0	0
GS1-21A4.1	0	0	0	0
GS1-21A4.2	0	0	0	0
CTD-3057O21.1	0	1	0	0
BANP	732	1003	1032	951
RP11-863P13.5	1	0	1	0
RP11-863P13.6	0	0	0	0
RP11-863P13.4	6	0	2	1
RP11-863P13.1	0	0	0	0
RP11-863P13.3	3	0	0	1
RP11-863P13.2	1	0	0	0
LA16c-444G7.2	3	2	1	2
LA16c-444G7.1	3	11	5	1
ZNF469	1557	1686	748	678
ZFPM1	322	392	306	329
MIR5189	0	0	0	0
RP11-21B21.4	9	3	4	4
ZC3H18	4980	5948	5703	4853
IL17C	2	1	3	1
CYBA	5	2	2	4
MVD	1690	1867	2241	2410
SNAI3-AS1	103	136	162	148
SNAI3	34	18	21	15
RNF166	816	1068	881	833
RP5-1142A6.5	0	0	0	0
CTU2	1348	1547	1251	1229
PIEZO1	9873	13408	10927	9875
MIR4722	0	0	0	0
RP5-1142A6.9	115	330	228	147
RP5-1142A6.2	28	56	27	16
RP5-1142A6.7	0	0	0	0
RP5-1142A6.8	0	2	0	0
CDT1	4745	4510	5893	5805
APRT	5930	7179	7382	8103
GALNS	1407	1403	2076	1876
AC092384.1	1	0	2	1
TRAPPC2L	2171	2823	3240	3547
PABPN1L	0	0	0	0
CBFA2T3	2	1	2	2
RP11-830F9.5	0	0	0	2
RP11-830F9.7	0	0	0	0
RP11-830F9.6	0	0	0	0
CTD-2555A7.1	0	0	0	0
CTD-2555A7.2	5	6	9	15
ACSF3	1608	1859	1957	1863
CTD-2555A7.3	2	6	3	3
LINC00304	6	2	1	0
RP11-46C24.3	0	0	0	0
CDH15	50	23	37	50
SLC22A31	3	0	5	5
RP11-46C24.7	155	139	150	140
ZNF778	438	499	257	179
RP11-46C24.6	0	0	0	0
RP11-46C24.5	0	0	0	1
ANKRD11	11110	13189	10343	8279
AC137932.1	224	271	138	123
AC137932.5	81	92	39	30
AC137932.6	16	39	49	39
RP1-168P16.2	7	1	2	6
RP1-168P16.1	5	2	1	2
RNU6-430P	3	0	0	0
RP1-168P16.3	4	1	1	0
SPG7	4664	6046	6449	5972
RP11-104N10.1	20	51	43	41
RNU7-117P	9	6	5	3
RPL13	61381	76924	79917	87943
SNORD68	0	0	0	0
CPNE7	1076	1232	1477	1355
DPEP1	121	118	212	184
CHMP1A	4840	6094	7052	6789
SPATA33	706	1011	1446	1515
CDK10	4170	5692	5424	5266
RP11-368I7.4	14	16	40	47
SPATA2L	309	373	425	473
VPS9D1	693	670	725	738
VPS9D1-AS1	624	951	1165	1215
ZNF276	963	1233	818	681
FANCA	4858	6384	5615	4973
SPIRE2	318	388	777	721
TCF25	6746	7558	7228	6997
RP11-566K11.7	15	19	12	15
MC1R	242	220	121	93
AC092143.1	0	0	0	0
TUBB3	2280	3015	3330	3220
RP11-566K11.4	1	0	2	0
DEF8	3791	4509	4384	3986
RP11-566K11.5	0	1	0	0
CENPBD1	114	199	185	135
AFG3L1P	1800	2867	1999	1735
DBNDD1	366	255	567	530
GAS8	900	1046	1153	1021
C16orf3	44	37	17	8
URAHP	47	61	89	45
PRDM7	5	5	2	4
TUBB8P7	6	0	4	1
FAM157C	4	1	1	2
RP11-356C4.3	0	0	0	0
RP11-356C4.5	2	0	0	1
RNU6-355P	0	0	0	0
AC137934.1	11	9	3	6
AC108004.5	0	0	0	0
DOC2B	0	0	0	0
AC108004.2	0	0	0	0
RPH3AL	73	71	97	82
RP11-1260E13.1	0	0	0	0
RP11-1260E13.4	1	2	2	3
RP11-1260E13.2	0	0	0	0
RP11-1260E13.3	1	0	0	0
AC108004.3	0	0	0	0
C17orf97	71	90	103	100
FAM101B	2864	3617	3204	2866
RP5-1029F21.3	0	0	0	0
VPS53	2479	3028	3096	2691
RP5-1029F21.4	0	1	2	0
RP5-1029F21.2	3	11	4	2
RP11-411G7.2	1	0	0	0
RPS4XP17	1	4	2	3
FAM57A	1675	2568	2811	2696
GEMIN4	3349	4451	4090	3790
DBIL5P	32	48	39	27
GLOD4	2813	3897	3607	3206
AC087392.1	0	0	0	0
RP11-676J12.4	0	0	0	0
RNMTL1	1535	1648	1821	1785
RP11-676J12.8	3	13	6	4
NXN	2422	2930	1936	1846
RP11-676J12.6	0	0	2	1
RP11-676J12.7	1	0	0	0
RP11-356I18.1	0	0	0	0
AC015884.1	0	0	1	0
TIMM22	1360	1841	2246	2293
ABR	4161	5660	5528	4561
MIR3183	0	0	0	0
AC016292.1	0	0	0	0
AC144836.1	0	0	0	0
BHLHA9	0	0	0	1
TUSC5	0	0	0	0
YWHAE	45286	56527	53027	48739
CRK	6255	8057	4381	3445
RP11-818O24.3	15	26	15	13
MYO1C	15270	18861	18004	16004
INPP5K	1346	1715	1534	1542
PITPNA-AS1	240	250	269	249
