NAME	DESCRIPTION	N4_2	N4_3	N4_4	N7_2	N7_3	N7_4	N9_2	N9_3	N9_4
PPP1R26-AS1	na	58	62	87	96	70	127	50	60	60
LOC101928525	na	0	0	0	0	1	0	1	0	1
AGTR2	na	0	0	1	0	0	0	0	0	0
SLC7A1	na	1046	1171	1096	2782	3116	2976	1595	1718	1348
ABHD1	na	1	0	0	1	0	0	0	1	0
INSM2	na	0	0	0	1	1	0	0	1	0
C11orf16	na	0	0	0	3	2	1	1	1	0
TIMP2	na	383	291	347	2099	1874	1873	1325	1087	1026
ERFL	na	11	8	7	5	3	2	1	2	1
DKFZP434A062	na	9	7	7	13	19	14	19	31	19
MIR146B	na	0	0	0	1	1	0	1	2	2
DHX38	na	2356	1789	2651	3351	2567	3519	3133	2916	2430
TOMM6	na	1345	919	1524	2213	1349	2194	2790	2311	2038
UBR3	na	2256	2149	2748	2702	2212	2764	2748	2208	2057
MIR4673	na	1	1	0	2	2	2	3	1	0
NALT1	na	29	18	25	53	49	55	46	59	36
LINC01451	na	14	12	7	25	34	28	34	31	20
HSPC324	na	0	0	0	0	0	0	0	0	0
CCDC183-AS1	na	73	85	75	145	122	147	114	122	94
MIR4292	na	19	21	27	30	36	41	38	25	17
CISD2	na	778	615	955	1321	750	1207	1138	934	828
NRIP3	na	406	266	437	752	519	700	813	673	633
MIR4479	na	2	3	1	2	6	2	3	5	1
FADS1	na	1225	1053	1652	2901	2068	2753	1995	1488	1537
PLPP7	na	134	108	173	295	273	355	393	348	322
EMB	na	2373	1997	2681	2838	1941	2731	2147	1911	1675
KIF4A	na	1294	1112	1564	1828	1414	1944	1745	1443	1396
ZC3H11B	na	90	79	108	98	99	105	123	88	76
MAN1B1-DT	na	54	61	53	99	110	107	110	99	69
SURF2	na	429	298	549	667	426	698	823	731	635
WDR90	na	153	104	119	250	251	269	371	342	234
STPG3-AS1	na	24	18	27	35	73	36	26	47	32
DCAF4L1	na	10	11	14	13	15	16	10	16	16
CDNF	na	20	18	20	23	33	30	41	27	33
UBE2Q2L	na	3	7	1	6	4	8	6	15	1
LHX8	na	0	0	1	0	0	0	0	1	0
GGN	na	10	8	10	18	19	12	12	10	5
ARRDC1-AS1	na	223	191	292	365	286	365	252	289	241
TMEM238	na	0	0	0	0	1	1	1	1	2
MIR602	na	0	0	0	0	2	1	1	1	0
LOC100133077	na	0	0	1	0	0	0	0	0	0
LOC105376331	na	0	0	0	0	0	0	0	0	0
TUBBP5	na	338	295	438	582	566	586	499	375	376
LOC101928932	na	0	0	0	0	0	1	0	1	0
FAM157B	na	68	14	64	111	104	126	182	128	56
N6AMT1	na	197	174	255	379	238	377	407	375	363
RBBP8NL	na	0	0	0	1	3	0	0	2	0
THOC2	na	2178	1877	2388	2645	2172	2690	2550	2130	1969
C9	na	1	0	0	0	0	0	0	0	0
C5AR1	na	66	71	56	80	135	100	105	81	81
DAND5	na	4	4	3	4	3	4	5	3	4
CGB8	na	0	0	0	0	0	0	1	0	0
TAF5L	na	725	641	824	1279	807	1247	1346	1263	1041
LOC100233156	na	13	9	10	17	21	22	18	10	40
LOC389834	na	176	144	180	231	219	248	217	182	184
LOC283788	na	203	184	211	181	134	214	244	209	189
LOC100505874	na	48	41	38	11	10	60	35	6	16
DCUN1D2	na	128	128	173	269	226	283	210	196	188
LINC00685	na	1	3	4	5	13	10	4	6	5
VWA8	na	722	738	856	1934	1754	1786	1230	1029	872
LRFN1	na	72	71	63	57	87	67	92	89	61
LINC00106	na	0	2	0	3	2	1	0	0	0
ASMTL-AS1	na	3	2	4	6	10	9	3	4	2
CD99P1	na	22	0	17	52	32	5	20	6	11
MIR221	na	18	10	20	15	13	19	19	20	14
OVCH1	na	0	0	0	0	0	0	0	0	0
SNORA48B	na	1	0	0	1	0	0	0	2	0
LOC389906	na	79	71	96	88	75	114	100	97	77
FAM239B	na	27	21	35	30	19	53	25	21	14
GKAP1	na	93	102	120	146	100	131	144	107	119
STRIP1	na	665	581	856	1252	932	1227	1061	872	813
ADAM17	na	303	290	391	403	326	416	298	281	284
IL22RA1	na	0	0	0	7	18	8	3	2	6
PLD5	na	6	11	12	0	0	0	0	0	0
NDN	na	546	414	672	947	618	963	652	445	427
CEACAM6	na	0	0	0	0	1	0	0	0	0
MYL4	na	1	0	0	0	0	0	0	0	0
TLR8-AS1	na	1	0	0	2	0	1	1	0	0
LINC02154	na	15	8	8	4	14	5	8	4	2
GS1-600G8.3	na	51	52	34	102	109	106	73	94	59
LINC01203	na	6	12	12	16	14	20	12	7	12
UBE2E4P	na	24	15	25	22	28	28	27	18	24
ATP9A	na	321	285	329	611	685	737	653	558	457
PIR-FIGF	na	0	4	4	3	10	0	1	7	4
MIR548AM	na	1	1	2	1	8	1	2	0	4
MIR4768	na	0	1	1	0	0	1	0	0	0
LOC101928389	na	1	4	3	2	5	1	0	0	1
PHKA2-AS1	na	0	1	1	1	2	2	3	2	3
TRIM71	na	1	0	0	0	0	0	3	0	1
MRPL36	na	653	449	813	1018	553	974	1030	884	770
MRPL38	na	886	657	987	1510	1046	1525	1557	1414	1185
PANO1	na	18	12	32	34	14	33	37	34	15
FBXL3	na	463	326	531	589	343	541	497	397	348
OR2J1	na	1	0	0	0	0	0	1	0	0
PCGF1	na	356	253	463	443	289	439	411	352	277
LOC729609	na	5	1	3	1	1	4	5	4	0
OAF	na	216	191	234	437	334	437	467	427	350
SCARNA9L	na	1028	596	1113	1718	776	1935	1196	1080	969
SH2D6	na	9	12	13	38	27	30	16	14	13
ARL14EP	na	401	285	489	515	340	578	551	480	416
ZFX-AS1	na	5	7	1	5	7	6	3	3	3
CYP2R1	na	86	93	126	154	143	166	196	141	154
FYCO1	na	840	960	943	1946	2399	2119	1661	1455	1204
SCARNA23	na	22	20	22	17	12	15	20	18	5
COQ9	na	776	651	990	1496	1159	1555	1490	1319	1236
C16orf96	na	3	2	5	5	5	7	4	5	3
LIPM	na	0	0	0	0	0	0	0	0	0
POM121C	na	204	251	153	453	864	542	417	434	336
MID1IP1-AS1	na	11	2	10	16	9	17	13	12	10
LRP3	na	379	296	440	864	596	737	806	667	586
LOC101927476	na	0	0	0	1	0	0	2	0	0
IVNS1ABP	na	2158	1711	2362	3422	2616	3149	3215	2718	2357
LINC02601	na	15	13	18	20	11	15	20	13	13
PINCR	na	0	0	0	0	3	1	0	1	3
ARPC4-TTLL3	na	3	3	2	9	7	9	5	8	2
IMPDH2	na	3807	3194	4922	4458	3414	4517	4624	4212	3397
CCDC86	na	591	522	655	874	734	937	1068	972	769
LINC01204	na	1	1	1	0	1	0	0	0	1
LINC02595	na	12	14	23	22	22	20	30	34	23
LINC01186	na	18	16	24	11	3	4	23	15	8
ZNF674-AS1	na	170	135	198	136	108	130	155	140	142
LINC01545	na	0	1	2	0	3	1	2	1	5
BSN	na	64	88	65	43	86	48	48	47	44
ZNF165	na	113	64	93	199	132	169	154	95	114
TMEM160	na	201	120	237	240	139	151	236	240	167
GPR173	na	0	0	0	0	1	0	0	0	0
INE1	na	81	89	74	103	109	128	70	65	56
HSPA2	na	2	3	2	8	6	3	5	1	2
LINC01560	na	91	67	109	139	94	148	106	90	92
MIR4769	na	0	0	2	1	4	0	2	2	0
RPL39	na	5010	3353	6338	7539	4122	8410	7938	6156	6019
ITGB7	na	9	5	4	6	15	6	10	2	5
UXT-AS1	na	9	6	7	9	5	9	12	4	10
MED11	na	195	150	195	321	243	314	337	245	233
SSX6P	na	2	0	0	1	4	0	0	0	1
LSM11	na	302	260	387	370	232	329	444	413	365
ABHD8	na	42	43	39	91	102	84	62	67	49
LOC101927635	na	2	4	4	2	2	5	6	6	9
LINC01535	na	0	1	0	2	5	0	5	1	2
TIMM17B	na	407	362	563	771	560	709	826	745	651
ISOC1	na	501	376	641	638	380	625	492	468	363
OLIG2	na	0	0	0	0	0	0	0	1	0
SYP-AS1	na	0	2	1	0	1	0	0	1	0
TBC1D9	na	522	481	592	729	547	726	786	615	585
CSNK2A3	na	317	297	360	427	321	394	434	385	310
FLICR	na	0	0	0	1	0	0	0	0	3
ADCY2	na	1	0	0	0	0	0	0	1	1
RBM44	na	9	7	15	17	16	12	14	14	3
USP27X-AS1	na	38	28	36	36	28	40	35	35	31
C2orf72	na	102	96	148	13	19	10	15	11	19
ACOT4	na	0	0	2	1	1	0	0	0	0
MIR500B	na	1	0	0	0	1	0	0	0	0
MIR660	na	0	0	1	0	0	0	0	1	0
PRSS47	na	0	0	0	0	0	1	0	0	0
JPT2	na	2671	2041	3212	3877	2778	3813	3623	3001	2757
SSX8P	na	0	0	0	0	0	0	0	0	0
RHOBTB3	na	616	502	777	1376	1016	1451	2107	1645	1651
POMP	na	2433	1666	2772	5933	3145	5825	3882	3344	2914
FAM156A	na	5	2	8	6	5	10	7	5	6
KANTR	na	176	235	178	235	403	282	229	180	171
NGRN	na	1804	1490	2220	2731	1587	2515	2393	1950	1899
MORN2	na	194	129	226	247	134	237	166	151	175
MIR6895	na	4	1	3	9	3	1	2	4	2
NOTCH1	na	654	663	734	1387	1900	1553	1159	1098	817
TMEM186	na	139	119	214	245	204	281	295	214	200
SPEF1	na	14	5	15	14	12	7	19	8	14
MKRN3	na	319	280	378	494	318	444	402	349	320
C6orf118	na	27	26	31	29	46	45	1	2	4
SNORA11	na	3	3	0	1	3	2	2	0	2
CTSK	na	15	23	22	32	42	31	35	27	19
SEL1L	na	1259	1062	1404	1955	1562	1799	1590	1281	1202
FZD7	na	333	286	435	403	257	385	331	286	217
UQCRBP1	na	23	9	20	37	11	22	34	22	12
PPP1R3G	na	0	2	1	1	2	5	1	1	1
LINC01278	na	86	125	86	88	88	69	188	130	139
ARHGEF9-IT1	na	1	1	1	7	4	3	0	2	6
CLDN1	na	7	7	10	1	2	1	2	0	0
TYK2	na	1089	966	1105	1715	1536	1708	1492	1488	1062
UBXN7	na	1204	1192	1374	1191	1288	1110	1222	1028	955
PPAT	na	1771	1430	2058	2714	1579	2504	3064	2396	2264
PMCH	na	0	1	1	1	0	1	0	0	1
U2AF2	na	4037	3268	4778	5443	3681	5399	5700	4909	4213
TPST1	na	208	179	255	435	294	374	287	252	199
LRRC59	na	3209	2450	3588	6690	4310	6593	6455	5612	4660
DLG3-AS1	na	1	2	1	2	2	2	4	3	3
CROT	na	505	369	568	488	336	436	591	445	446
SNORD3E	na	1	1	1	3	1	5	0	1	0
MLLT11	na	899	728	1143	962	797	906	727	724	540
NKD1	na	85	87	104	146	135	157	138	113	109
FAF1	na	991	860	1133	1521	1087	1431	1661	1348	1216
C17orf97	na	86	113	116	146	136	148	132	122	119
PTRHD1	na	384	258	520	806	405	697	672	468	452
VSIG8	na	0	0	0	2	0	1	1	0	0
RFK	na	737	556	816	1323	717	1158	1135	899	781
ACBD7	na	433	280	508	929	555	867	474	368	402
RPS26P11	na	2	9	1	9	15	6	9	11	4
SUMO1P1	na	1	0	0	3	6	2	2	1	2
LOC390877	na	0	1	4	0	0	0	1	1	0
ADPRS	na	524	370	625	868	655	893	831	641	615
MARCHF5	na	549	551	630	982	741	888	1110	821	735
MAP2K4P1	na	13	19	12	3	9	6	9	6	7
TSIX	na	9	10	2	0	1	0	1	2	0
JPX	na	183	132	207	119	61	103	293	279	233
RIOX1	na	290	222	377	444	251	398	370	346	300
TTC3P1	na	126	142	134	220	188	198	122	124	120
VTI1B	na	1112	952	1281	1364	932	1385	1507	1166	1067
FCF1	na	738	490	769	1126	600	970	936	721	655
IDH3A	na	1128	925	1220	1720	1122	1713	2210	1694	1537
MICALCL	na	3	0	1	2	5	3	0	3	2
CDC123	na	1862	1471	2338	2901	1814	2917	3743	3238	2683
NOP10	na	1395	1059	1745	2049	1312	2080	2375	2084	1922
PABPC5-AS1	na	1	0	1	3	2	1	1	0	0
LINC00968	na	0	0	0	1	1	2	2	0	0
SELENOP	na	175	121	178	281	313	244	669	499	513
ROCK1	na	3077	2669	3201	4219	3119	3889	3834	3091	2999
CHI3L1	na	0	0	0	0	1	0	2	3	0
ZBED4	na	806	768	966	1265	1215	1390	1281	1131	1011
MIR7-3	na	0	0	0	0	0	0	0	0	0
SART3	na	1751	1460	2155	2133	1512	2184	2316	1903	1755
LAMB1	na	652	663	950	451	305	321	793	616	557
RIMKLA	na	80	45	90	106	208	95	28	19	21
RNF208	na	12	10	5	19	16	15	25	15	11
HBB	na	0	0	1	0	0	0	0	0	0
NXF4	na	0	0	0	2	1	0	0	0	0
HES1	na	23	8	19	115	51	120	51	40	33
MPPED2	na	0	0	0	0	0	0	1	0	0
UFC1	na	1461	1015	1702	1722	920	1670	1783	1470	1370
LINC00630	na	29	29	36	48	56	59	55	33	38
TM4SF4	na	0	0	0	3	2	5	0	3	2
TSPAN7	na	11	3	7	0	5	3	0	1	0
UBXN10	na	0	0	1	0	0	1	0	0	0
LINC02589	na	2	3	2	2	2	5	1	4	0
KANSL2	na	795	643	972	1403	803	1320	1244	994	928
MORF4L2-AS1	na	13	9	14	12	22	19	16	11	15
RAB9B	na	16	21	18	37	41	33	24	16	13
TMSB15B-AS1	na	40	26	33	65	39	47	46	34	33
NMB	na	257	194	286	536	382	463	339	254	204
LOC286437	na	17	15	24	26	16	24	25	35	25
MMP25	na	1	2	0	2	4	5	5	6	3
MIR548AN	na	3	1	1	0	1	0	0	0	0
USP36	na	535	531	554	926	838	965	945	792	657
SDF2L1	na	308	220	344	781	444	649	682	602	508
ZFAND3	na	504	502	546	749	672	674	578	503	482
MIR3129	na	7	4	8	30	23	28	15	10	7
SCCPDH	na	1098	957	1344	1231	803	1151	1634	1339	1308
KDM3B	na	1865	1622	2159	2756	2365	2839	2563	2091	1918
TEKT3	na	1	1	0	2	0	0	2	1	0
RAB6C-AS1	na	7	6	13	6	3	5	7	6	4
ZCWPW2	na	37	23	34	38	39	41	48	31	31
MIR1976	na	0	1	0	1	4	1	2	0	0
MIR1915	na	7	4	8	9	3	10	9	4	2
MACC1	na	0	1	2	0	2	0	4	5	0
MIR1307	na	1	1	0	0	1	3	2	2	1
MIR1281	na	5	3	3	3	4	2	5	1	1
MIR1249	na	2	3	0	4	3	3	7	7	3
MIR1303	na	1	4	5	9	7	8	9	3	8
LOC101928358	na	0	0	0	0	0	0	0	0	0
GTF2F2	na	646	542	776	1311	758	1217	834	634	564
SNORD96B	na	2	0	1	0	0	1	1	2	0
GOLGA6D	na	0	0	0	0	0	1	1	0	0
CLMP	na	0	0	0	6	3	3	0	0	0
STAT5B	na	648	549	793	954	793	947	812	759	631
CNR2	na	1	0	1	2	1	1	0	0	1
CCR3	na	2	3	0	22	20	21	10	2	5
PTTG2	na	6	8	0	1	5	4	1	2	3
OPN1SW	na	0	0	0	0	0	0	0	0	0
DHDH	na	41	23	33	53	42	39	78	62	59
ZDHHC11	na	40	50	41	129	168	132	139	122	103
PLS3-AS1	na	2	5	5	4	6	9	9	3	5
DANT2	na	68	86	69	81	105	93	103	85	63
DANT1	na	0	0	0	0	0	0	0	1	0
LOC101928336	na	0	0	1	4	6	1	1	2	1
SLC25A5-AS1	na	52	33	54	45	32	47	56	43	45
TRIM56	na	1297	1156	1753	1397	1224	1562	2044	1870	1789
CACNA1I	na	1	1	2	1	3	0	2	1	1
SNORA69	na	8	8	13	16	11	30	22	10	11
RHOXF1-AS1	na	0	0	1	9	9	17	25	32	25
ASF1B	na	743	591	824	1577	1296	1492	1468	1186	1083
NKAPP1	na	13	18	24	30	39	25	34	25	21
TMEM255A	na	0	0	0	0	0	0	0	0	1
CEP72	na	219	306	313	366	412	378	352	373	326
C2orf69	na	2367	1891	2694	2383	1430	2058	2326	2037	1722
COL28A1	na	2	3	5	2	0	3	2	4	1
COL6A6	na	1	0	0	0	0	0	0	0	0
SLC35G6	na	1	1	0	0	1	1	1	0	0
PILRA	na	4	3	5	6	7	14	4	4	4
CRAMP1	na	652	614	706	835	948	959	732	743	615
PRMT6	na	419	351	566	959	578	882	890	770	672
LOC101928402	na	12	6	19	19	8	14	30	25	22
LOC100287896	na	87	75	122	125	97	110	140	78	90
RADIL	na	117	124	162	101	130	87	98	94	68
IRAK2	na	55	36	62	51	55	81	82	62	71
EIF3E	na	5743	4269	6708	8361	4907	7972	7989	6428	6051
INPPL1	na	1926	1671	1911	2343	2348	2335	1792	1788	1258
C18orf32	na	21	18	31	36	33	28	41	36	33
TANC2	na	272	393	350	386	533	324	465	399	339
TYW1B	na	43	41	42	115	85	115	126	128	99
CMTM6	na	1868	1453	2231	2651	1371	2321	1952	1517	1545
PCDHB4	na	34	39	40	17	26	21	12	17	22
EXOSC4	na	414	343	486	651	391	595	843	817	620
PCDHB3	na	46	46	64	52	55	36	43	41	29
PCDHB2	na	316	281	405	302	230	312	238	203	198
PCDHB15	na	10	9	10	13	11	11	7	11	2
RHOF	na	152	105	177	525	580	530	673	570	443
PCDHB14	na	61	76	62	106	84	74	43	39	35
PCDHB13	na	49	84	73	38	77	33	23	25	24
PCDHB11	na	4	2	5	3	10	2	2	3	2
PCDHB10	na	12	7	21	10	12	10	15	5	9
FIRRE	na	91	71	110	147	113	196	223	184	158
OST4	na	971	783	1254	1931	1147	1810	1951	1792	1521
RAP2C-AS1	na	22	15	24	40	38	37	41	36	31
C1orf56	na	3	2	0	2	1	1	2	0	2
SASS6	na	765	640	845	957	703	883	935	781	752
MIR450A1	na	0	0	1	0	0	0	0	0	0
MIR450A2	na	2	2	3	1	1	1	5	0	0
SBK2	na	6	5	2	4	5	3	0	0	0
LINC00629	na	12	3	12	11	14	23	16	9	16
CCDC87	na	33	24	23	35	39	25	33	28	35
CT55	na	0	0	0	0	1	0	0	0	0
INTS6L-AS1	na	1	1	1	1	1	1	3	1	0
LMCD1-AS1	na	7	9	4	5	11	12	4	5	14
OXA1L	na	1456	1291	1648	1773	1520	1738	2136	1828	1532
RNF20	na	1311	940	1487	1804	1167	1763	1767	1463	1346
LRRC45	na	503	388	514	1180	890	1100	1031	891	721
SNORD61	na	5	7	7	3	1	9	10	1	4
FGF13-AS1	na	0	0	1	0	0	1	0	0	0
SRD5A1P1	na	0	0	0	0	0	0	1	0	0
CDC6	na	1409	1069	1480	2120	1257	1873	1959	1477	1332
LMTK2	na	727	762	849	1001	958	1068	895	817	732
KLHDC1	na	0	0	0	0	0	0	3	0	2
THAP4	na	1388	1280	1931	1741	1348	1841	1687	1586	1242
SPANXA2-OT1	na	2	2	1	2	8	2	2	3	0
PRR18	na	0	1	0	1	0	0	0	2	0
C5orf51	na	577	547	630	860	735	792	709	652	588
LINC00893	na	56	61	56	72	70	86	68	33	38
KLHDC2	na	629	514	799	1011	596	909	885	781	730
TPPP	na	8	2	12	12	13	12	20	12	10
C1orf220	na	44	46	67	75	91	90	114	62	70
MAGEA8-AS1	na	0	0	0	1	1	2	0	1	0
LINC00894	na	48	43	59	48	59	43	45	42	51
FAM151A	na	0	0	0	0	0	0	2	0	0
IDO2	na	0	0	0	1	1	1	0	0	0
SRSF12	na	12	12	10	19	18	21	36	43	25
B3GAT2	na	263	244	292	215	132	216	145	143	106
LOC105377213	na	0	0	0	1	1	1	0	0	0
CUTC	na	270	228	331	398	263	367	428	319	311
SDR9C7	na	2	1	3	1	0	1	3	4	1
LOC105373378	na	0	0	1	1	0	0	0	0	0
LOC105373383	na	17	11	18	33	16	19	25	16	20
ZNF280A	na	2	2	8	7	10	8	3	8	4
SRXN1	na	1636	1435	2257	3086	1816	3169	3026	2649	2337
ZDHHC5	na	1306	1120	1471	2427	1915	2350	2254	1918	1710
OBI1	na	404	262	460	450	269	412	437	356	321
MUL1	na	325	240	342	428	340	498	454	450	351
HCFC1-AS1	na	1	2	0	1	0	0	2	1	1
MIR3202-1	na	1	0	1	0	1	0	1	0	1
GIMAP1	na	2	1	1	2	0	0	0	3	2
ZNF852	na	118	140	149	118	150	159	132	93	111
SNORA70	na	298	239	418	411	196	535	437	344	239
SLC38A3	na	21	27	18	9	22	13	21	12	7
CH17-340M24.3	na	17	22	21	42	9	33	31	22	20
APOB	na	0	0	0	0	0	0	0	0	0
AP1S1	na	852	657	1067	1097	618	996	1802	1567	1409
MLYCD	na	135	174	180	332	369	408	360	339	283
GRHPR	na	1336	1050	1650	1902	1347	1977	1775	1462	1239
COL9A3	na	7	10	7	47	30	29	31	12	19
TLR5	na	15	10	13	19	25	26	15	12	14
ZNF492	na	227	178	249	415	253	387	348	272	229
MTOR	na	1661	1551	1933	2353	2234	2505	2590	2282	1971
EPHB4	na	902	783	1020	1499	1250	1512	1375	1160	1011
RAB10	na	1864	1574	2265	3921	2609	3544	3031	2418	2282
PRKY	na	1	1	1	1	0	3	2	0	1
ADM5	na	12	10	16	20	16	17	23	21	11
SHPRH	na	927	879	1104	1368	1033	1340	1333	1087	995
PSMC5	na	2040	1588	2214	2991	2378	2872	2777	2618	2151
PLXND1	na	116	147	136	428	486	427	476	471	317
AMT	na	38	28	30	69	88	53	36	43	29
NANP	na	446	349	472	589	374	595	614	485	448
PROC	na	0	0	0	0	0	0	1	0	0
GALNTL6	na	5	0	2	7	6	10	3	6	6
EML3	na	303	254	294	681	620	630	618	649	470
ZNF674	na	117	110	152	124	137	171	155	125	144
ZBTB47	na	248	199	256	694	493	683	519	479	435
RLF	na	801	663	939	1280	1154	1315	1185	1009	924
C9orf40	na	214	172	253	428	261	427	524	390	350
NPHS1	na	1	1	5	3	2	1	2	2	2
BMS1P2-AGAP9	na	3	11	4	14	11	11	15	13	10
BMS1P4-AGAP5	na	16	14	17	23	15	20	19	11	16
ARPIN-AP3S2	na	1	0	2	1	0	0	2	1	3
SREBF2-AS1	na	5	0	6	5	3	6	10	6	2
SBNO1-AS1	na	20	22	31	31	20	29	26	38	26
SLC15A4	na	329	327	436	666	536	746	655	498	420
C9orf163	na	32	31	37	52	37	66	35	41	29
NCKAP5L	na	25	27	26	125	143	115	95	99	88
TRIP6	na	2172	1813	2646	3602	2405	3322	3878	3158	2879
AGAP10P	na	3	2	3	1	0	0	3	7	0
PARGP1-AGAP4	na	14	15	20	43	27	31	25	23	25
AZGP1	na	1	0	2	1	1	0	0	0	0
RBX1	na	963	696	1183	1713	933	1611	1631	1295	1277
SYCP2	na	114	95	134	183	162	186	144	110	142
LOC105369199	na	0	0	0	2	2	1	1	1	1
LOC105369140	na	0	0	0	2	4	0	2	6	4
LOC105371215	na	9	4	11	8	3	4	8	15	5
DZIP1	na	462	449	550	587	543	592	537	482	448
ZNF286B	na	92	107	104	100	69	96	103	92	84
CA5BP1	na	137	130	156	202	148	220	181	144	143
CA5BP1-CA5B	na	13	15	13	36	24	29	22	16	7
LOC101927789	na	1	1	0	0	0	0	0	0	0
MYOPARR	na	0	1	2	2	2	1	2	1	0
LOC107984208	na	1	0	2	3	0	1	0	2	1
LOC105369209	na	0	0	0	2	5	3	2	2	3
LOC730268	na	35	27	27	55	68	57	69	60	61
OTUD1	na	78	64	99	83	48	78	55	51	39
LOC112267871	na	142	88	135	117	70	129	101	90	57
LOC101927245	na	8	8	12	13	16	26	25	21	24
LOC101927824	na	6	4	4	27	20	20	5	7	1
LOC102723534	na	1	3	3	8	2	8	2	9	3
SLC7A6OS	na	558	490	663	1199	803	1132	857	795	700
PHAX	na	1197	889	1392	2068	1133	1897	1825	1338	1333
LOC339260	na	51	71	63	65	107	77	87	55	54
ADAMTS9	na	17	23	70	4	0	1	0	1	1
TET1	na	479	571	486	695	1013	692	645	619	519
ACTL8	na	2	0	1	1	4	4	15	5	14
MIS18BP1	na	776	638	797	1565	1152	1469	1504	1127	1093
FGD6	na	134	147	169	165	151	135	177	107	98
LOC105369274	na	0	2	1	2	0	1	0	1	0
LOC101928764	na	6	3	5	2	4	6	6	7	3
LINC02809	na	18	22	33	36	56	61	44	51	27
SH3BGRL	na	1157	966	1346	1669	1146	1570	1814	1321	1292
LOC102724378	na	18	33	38	42	37	60	47	44	36
SEC24C	na	1433	1222	1675	1719	1498	1757	2069	1849	1595
LOC105378577	na	4	0	2	1	3	0	4	3	2
LOC107984236	na	2	1	4	0	1	0	0	0	0
LOC107984265	na	0	1	1	1	0	0	2	1	1
LOC105371031	na	12	15	15	17	23	15	11	10	7
LOC107985184	na	0	4	3	4	1	3	2	2	3
LOC107985246	na	0	1	0	0	0	0	1	0	0
LOC107984341	na	1	2	5	9	13	14	9	6	5
SLC44A3-AS1	na	15	16	19	16	25	29	26	19	13
LOC112268124	na	38	30	35	35	26	36	57	44	47
LOC107985911	na	39	47	64	97	78	95	63	65	45
LOC107986163	na	11	14	22	17	15	18	12	16	11
LOC107986876	na	5	4	5	4	3	7	5	2	4
RPP38-DT	na	15	3	12	8	5	6	18	8	7
CLDN22	na	0	1	0	0	1	0	0	0	0
SETDB2-PHF11	na	3	1	4	2	2	2	2	0	4
MIR1915HG	na	461	357	537	898	406	729	868	534	565
ZBTB44-DT	na	4	0	5	1	1	1	4	1	1
SIAE	na	53	56	65	102	95	93	78	74	62
C22orf46	na	387	317	574	580	480	637	583	508	523
GPAM	na	710	607	844	938	669	961	900	653	695
FAM167A	na	56	47	68	60	29	39	29	21	20
SH2D1B	na	0	0	0	0	0	0	0	0	0
TEKT1	na	0	0	0	0	0	0	0	0	1
WFIKKN1	na	1	2	1	1	3	5	3	3	1
KLC3	na	33	33	28	38	60	36	58	45	35
TAS2R43	na	4	9	2	11	13	16	19	9	6
TAS2R31	na	2	3	1	7	4	6	4	5	0
NKX6-2	na	0	0	0	0	0	0	0	0	0
IFNE	na	0	3	1	3	10	6	5	4	1
TAS2R20	na	11	12	12	19	17	17	15	9	12
TAS2R50	na	4	0	2	1	1	0	3	0	1
TAS2R19	na	0	0	1	3	0	0	2	0	0
TAS2R46	na	0	1	4	1	1	0	2	0	0
SNHG31	na	35	47	57	51	62	52	24	31	37
TRIM59	na	0	0	0	0	0	0	0	0	1
CYP26C1	na	2	4	3	2	3	4	6	6	0
TCP10L	na	0	0	0	0	2	3	0	0	0
RDH10	na	214	219	318	781	421	720	8114	5882	5645
SCARA5	na	0	0	0	2	2	0	0	0	1
TMEM99	na	93	63	116	130	100	142	124	119	123
DOCK8-AS1	na	6	2	1	1	0	2	2	1	1
LINC02693	na	417	375	564	559	413	604	680	600	571
CTXN1	na	99	115	156	163	152	149	185	181	146
RETREG3	na	837	620	1013	908	681	937	914	793	759
PTF1A	na	0	0	0	0	0	0	0	0	0
CYP4Z1	na	0	0	0	0	0	0	0	0	2
ZNF598	na	872	699	746	1883	1344	1726	2044	1859	1508
NEK8	na	53	53	98	75	51	78	94	67	67
GSDMA	na	0	0	0	0	0	0	0	0	0
SNHG32	na	91	8	64	38	47	40	8	30	33
C6orf223	na	0	0	1	6	7	14	1	2	1
NOTUM	na	21	11	12	146	131	106	51	63	28
ANKK1	na	1	2	1	4	1	1	1	1	0
MIDN	na	477	507	522	540	582	447	524	476	380
GMCL1	na	344	319	468	555	389	533	576	445	439
FAM171A1	na	199	203	284	492	400	514	545	442	424
TFCP2L1	na	111	89	102	2	3	1	0	0	2
CCL27	na	2	0	3	0	0	0	5	1	0
PANX1	na	501	366	550	762	507	711	679	579	542
JMJD7	na	69	61	77	110	80	91	91	56	50
CBY1	na	320	274	421	536	329	593	526	455	464
DLX6	na	69	76	77	113	129	94	97	105	90
SUCNR1	na	0	0	0	1	1	0	0	0	0
KLLN	na	37	37	51	38	29	44	38	37	36
SMIM4	na	378	241	400	604	331	630	630	427	452
SEC61G	na	1098	690	1209	1987	956	1941	1880	1458	1558
MATN1	na	5	6	3	8	5	10	3	3	5
PLA2G4D	na	0	0	0	0	0	0	0	0	0
HNRNPA1L2	na	184	147	213	291	207	265	275	241	223
PPP2CB	na	789	645	1046	1301	812	1298	1166	910	832
SYCE3	na	0	0	2	2	1	2	2	3	5
C7orf65	na	8	15	14	4	6	2	0	1	0
KDM5A	na	1314	1283	1480	1966	1728	2088	1779	1499	1346
